input,label
 ایک بندہ استعفیٰ دے رہا ہے مگر ایک بندہ لے نہیں رہا گیم آن اور دلچسپ مرحلے میں داخل 💪,1
 نہ جی بھر کر دیکھا نہ کچھ بات کی بڑی آرزو تھی ملاقات کی ... ..❣️,0
 پھر تو اسکا چیخنا بنتا ہے😂😂😂😂,0
کیپٹن صفدر کو پہلے تو موقع یا جگہ نہیں ملتی، مل جائے تو چھاپہ پڑ جاتا..😜,1
"مجھے مولوی حضرات پہ بہت غصہ آتا ہے،
جب کسی کے جنازے کے علان میں کہتے ہیں فلاں نماز کے بعد
اب ہمیں پتہ نہیں چلتا نماز کا کیا وقت ہے 😓

#Sarcastic https://t.co/DDvrC8LljD",1
@sanabucha دو ہی صورتوں میں یہ اپوزیشن کے قائم کردہ ایجنٹ نما صحافی اس قدر شدت کے ساتھ دشمنی کرسکتے ہے یا تو عمران خان سے ان کو گھریلو مسئلہ ھے یا پھر جان بوجھ کر پیسہ لیکر تنقید کرنے کا ٹاسک ملا ہوا کوئی تیسرا آپشن سمجھ نہیں آتا مجھے۔۔,1
اسکا بھی اپنے باؤ جی کی طرح خوار ہونے کا وقت ہُوا چاہتا ہے😂😂,1
ہنڑ ویکھو خان صاحب اناں دا کے حشر کر سی😂😂,1
اسی گل دا تے ڈر اے اسی فیر کڑی کتھوں بھر کے دیاں گے ایہنے تے مار دینی اے😂😂😂😂,0
تاریخ گواہ ہے مجھ معصوم کو ہمیشہ چوروں سے ہمدردی رہی ہے 😋😋😋😁😁😁,1
فلحال تو اس نے عمران خان کو عزت دی ہیں نا، صفدر کے ہوتے ہوئے قطری کو عزت دینا تو اپ فخر سمجھتے ہونگے ویسے👏👏👏,1
افففففف مینو کوئ سمجھ نہیں لگ رہی کی ہو ریا سارے نوٹی گڈ مڈ ہو پڑے 😣😣😒😂😂,0
یہ آئی جی سندھ وی ہیں جس کو سپریم کورٹ سے سزا مل چکی ہے 2018😝😝😝کہ یہ آصف زاردری کے خلاف گوہوں کو ہراساں کر…,1
کیسی عورت ہے یہ مریم صفدر، ایک دن کیلئے کراچی گئی ہے اور پورا صوبہ آپس میں لڑوا دیا ہے 😂😂😂😂,1
نواز شریف نے اصل عمران خان کو جگا دیا ہے اس موقع پہ جیل میں موجود شہباز شریف کیلئے کہنا چاہتا ہوں `` آپ نے گھبرانا نہیں `` 😜😛,1
پھر اسی کیپٹن صفدر نے ھلا ڈالا نا سب کو۔۔۔۔ اب بھاگتے پھرو یہاں وھاں۔۔۔۔ ھیرو تو وہ ھے۔۔۔۔👍🏻,1
 لے ڈوبی ہمیں عادت `` صبر '' کی۔ 💔🔥,0
میں اگر لکھتا تو باجوے کے ساتھ کامران خان فری 😝😝😝😝😝,1
بالکل بچیاں آ جائیں تو اُن سے بھی کہتا ہوں 💌,0
ہمارا عدالتی نظام اور میڈیا مکمل آذاد ہے سر غصہ نا کریں الٹی گنتی کے حساب تو ان سب سے بہتر ہے 😜,1
 تجھے مناؤں کہ اپنی انا کی بات سنوں 🍁 دیکھ دونوں کی لڑائی میں جدائی جیت جائے گی 🔥,0
جزاکِ اللّٰہ ❤️,0
 ہر کتے بلے کے گرفتار ہونے پر نانی نے اپنی ڈی پی بدلی ہے لیکن ڈرائیور کے گرفتار ہونے پر ڈی پی نہیں بدلی 😜 ڈرائیور کو عزت…,1
عمران خان نے پاکستان کو ایک پرامن ملک بنادیا ہے اسکی تازہ مثال اپوزیشن کے جلسے ہیں جہاں شیر🐅، بکری 🐐، زیبرا🦓 سب ایک ہی گھاٹ پے جمع ہیں😂👉,1
 RF_PG فالو بیک لسٹ💯,0
مراد علی شاہ ہینڈسم بھی ہے 🙉,1
مختصر یہ ہے جنکو ہم کھونا نہیں چاہتے،، 💔 وہ ہمارے ہونا نہیں چاہتے، محفل_سخن,0
کوئی ہمارا بھی تھا😔😔 مرشد💔💔 نہ جانے کب کی بات ہے😭😭,0
 سستے بازار میں چیزیں کسی اور سیارے سے آتی ہونگیں۔ 😂😂,0
او جی بسمہ اللہ 💝,0
دنیا میں ملک نام پاکستان کا بھی ہے جس کے ایک سابق وزیراعظم پر دن دھاڑے قاتلانہ حملہ ہوتا ہے مگر اسکا پولیس عملہ 48 گھنٹے گزر جانے کے بعد بھی اسکی ایف آئی آر تک درج نہیں کر پاتا? کیا اس ملک میں کوئی انصاف نام کا مطلب سمجھتا ہوگا,1
"والے آپ کو دھمکیاں دیتے ہیں۔ 
یقین کریں جب آپ سیاست دان نہیں بنیں گے تو آپ پر تنقید کوئی بھی نہیں کر سکے گا۔ پاکستانی عوام  آپکے دشمن نہیں سپورٹرز ہیں اور آپ پاکستانی عوام کہ مالک نہیں محافظ ہیں۔ 
لوگ کس کو منتخب کرتے ہیں یہ لوگوں کا درد سر ہے۔ ملک ترقی کیسے کرتا ہے یہ سیاست 
👇",0
😊اُف مُجھے چھماں آ رئیی ہیں 👻👻,0
مطلب پی ڈی ایم والو کو کتے جتنی بھی اہمیت نہی دی 😜🤣🤣🤣,1
لندن سے عظیم پاکستانیوں کا نیا نعرہ مارکیٹ میں آ گیا گلی گلی میں شور ہے فلیٹ کے اندر چور ہے,1
میں اپ ڈیٹ ای نہیں کیتا 😂,1
عام آدمی کو جلد ریلیف فراہم ہوگا لیکن تم لفافوں کو جب تک نوالہ نہیں ڈالا جائے تب تک تمھیں یقین نہیں آتا 😂,1
عجیب مصیبت ہے🙆,0
 پولیس چھٹی مانگ رہی ہے یہ نوبت مارشل لاء میں بھی نہیں ائی تھی 😷 😷 😷 😷 😷,1
 رپورٹ آنے دو پھر سندھ پولیس کے حوالات میں تم سب کھڑے ہوگے😂,1
یعنی پچھلے ہفتے پاء پلیٹلیٹئے کا برطانیہ میں بیٹھ کر بھونکنا بیکار گیا 😁؟,0
نہیں سب کے اپنے اپنے 😂,0
 ختم ہوا تجھے پانے کا جنون '' اِنَّا لِلّٰہِ وَاِنَّآ اِلَیْہِ رَاجِعُوْنَ `` 💔🙄,0
دل کرتا ہے ایک دن زہر دے دوں دعوت پہ بلا کر ساری خواہشات کو ؀ اشفاق احمد ♥️,1
گوارہ نہیں ہے اگر میری صورت💔 دعا ہے تمہیں میں نظر ہی نہ آؤں✌️,0
اتنا ہی کافی ہو گیا ہے😐 ہیٹ یو😐,0
نہیں چاہیے 😂 🤣,0
یہ اصل میں بھی یہی کرتے ہیں تبھی تو جرائم ختم نہیں ہوتے 😂,1
وہی تو عرض کرنے کی کوشش کر رہا ہوں کہ دونوں کیلئے ڈھنگ کے کھسم مر گئے تھے کیا 😁؟,0
وجود جتنا بھی حسین ہو `` 🍁 کردار بازی لے جاتا ہے `` 🥀❤,0
آپ نے بلاول سے لیے ہیں کیلے کلو کے حساب سے؟ ,1
جب بات وفاداری سے اداکاری پر آ جائے تو ایسی فنکاری سے پردہ داری بہتر ھے•,0
سہی سن لیا🙈,0
وہ شخص جو میرا کھبی تھا ہی نہیں۔۔🔥 اس نے مجھے کسی کا ہونے بھی نہیں دیا۔۔😌,0
مریم کی چیلی درجن حنا پھٹنی تصویر دیکھتے ساتھ برنول بھی پاس رکھ لینا ,1
جزاک اللّٰہ الخیر 💐💐,0
کمال کردے نے اے لوک 🤦🏻‍♂️🤷‍♂️🤭,0
 دنیا کا یہی دستور شاید پرانا ہے جن سے من لگتا ہے دکھ بھی وہی دیتا ہے ۔۔ 🍁🍁,0
ھن لے مزے تو ڈھولا تبدیلی دے روٹی نہیں تو کیا ھوا پاپا جونز کا پیزا کھاو 🍕🍕🍕🍕🍕🍕,1
 ہمارے سبز ہونے پر نہ جانا ہمارے دل پہ کائی جم رہی ہے 💚 سیماب ظفر,0
پاکستان میں تبدیلی کہ اب آلو200روپےدرجن😅 انڈے200کلو☺ آٹا600روپےلیٹر😁 چینی 100 روپےمربع فٹ😄 سونا1لاکھ روپےکلومیڑ😉,1
پاکستان کے بلیک لسٹ ہونے کے امکانات ختم 💪 ترکی، چین اور ملائیشیا پاکستان کو ووٹ دیں گے FATFWhitelistPakistan,0
اج توں بعد بابا جی دی چنگی گلاں لکھیا کرو ، شاید عزت بچ جائے بابے دی 😂,0
SHABAZGIL جب کتے زیادہ بھونکنے لگے تو ان کے آگے رکھنے کیلئے ہڈیوں کی تعداد بڑھا دواقوال کرائم منسٹر شوباز شریف برادر گوالمنڈیلا لندن والے سے اقتباسامپورٹڈحکومتنامنظور امپورٹڈعدالتیںنامنظور,1
😂😂😂😂😂😂😂 بالکل او ماردے گھٹ تے گھسیٹتے بہتا نے تے نالے تین تین دن آسطے لمکان دا حکم وی دے دیندے 🤣🤣🤣,0
پشاور ہاٸیکورٹ نے لیگی رہنما امیر مقام کے خلاف FIA کے تمام کیسز کی سفارشات رد کر کے امیر مقام کو باعزت بری کر دیا اور سنائیں 😃 اور ساڈھے لائق کوئی دھڑکن_نواز,1
 جن نظروں کو ہم اچھے نہیں لگتے😒😒😒 اللہ کر ے ان نظروں کو عینک/چشمے لگ جائے😝😂😂,1
"دیکھا جائے تو ہے تو صرف مذاق ہی !
لیکن کس کا ؟  😂
ہمارا ؟ ایسے حکمرانوں کا ؟ یا #ChiliMili کا ؟  😂 
#sarcasm 😂 https://t.co/LJgkCI59i2",1
😂😂😂😂 گلاں توں تے لگ ریا,0
@Dr_AyeshaNavid افسوس بہن جی ۔۔غصہ کہیں کا نہیں چھوڑتا تنقید ضرور کریں ۔۔,0
سندھ کی پولیس بھی سیاسی ھے اور سندھ حکومت کے ڈر سے ایکشن نہیں لیتی ۔۔ پنجاب میں ایسا مت کرنا ورنہ قطری پھر تیرے گیراج میں جھاڑو پھیر دے گا ۔ 😂😁😀😜😆😂,1
ہم ذرا میڈیا کا کردار ڈسکس کرلیں پاکستانی کی تحاریک میں پھر  فنکار برادری  کا بھی کریں گے ,1
تو آپ مریم کو ٹیگ کر کے کہیں کہ ن لیگ کو عوام نے عیجکٹ کیا اور سپانسرز نے ریجیکٹ کر دیا ,1
 اپنے کردار پر ڈال کر پردہ۔۔ ہر شخص کہ رہا ہے 💯👍 زمانہ خراب ہے,1
صَقیل😐,0
نہ چھیڑ غریباں نوں ذکی۔۔۔۔۔ او وی مہینے دی 21 تاریخ نوں۔۔۔ 😔😔😔,1
جزاک اللہ 🍃🌸🍃 ہمیشہ خوش رہے ۔اللہ تعالٰی ساری مشکلات پریشانیوں کو دور فرمائے صحت و تندرستی عطا فرمائے گھر میں رزق میں خیر و برکت عطا فرمائے آمین🍃🌸🍃🌸🍃🌸🍃,0
 کبھی کبھی جو ہمیں اچھا نہیں لگتا وہی اچھا ہوتا ہے۔ جیسے نزلہ زکام۔میں سوپ اور جوشاندہ 😑,1
انشاءاللہ بہت جلد فارن فنڈنگ کیس میں کپتان کی کشتی ڈوبنے والی ھے اگر یقین نہیں تو سکرین شاٹ لیں لئے 👊,0
جتنا کر دیا وہ بھی بہت ہے۔ اس سے زیادہ کیا بچے کی جان لیں گے۔ ؟؟ 😎😎😎,1
 مارکیٹ میں سکرین شاٹ آنے والے ہیں اپنے اپنے لنگوٹے کس لو خاندانی لوگ سکرین شاٹ لگانے شروع ہو گۓ ہیں ✌️😁😂,1
انڈیا نے تو سوشل میڈیا پر کراچی میں سول وار شروع کروائی تھی 🙏🤣 لیکن پاکستانیوں نے مودی کو مار کر سارا کھیل ہی ختم کر دیا 🎭 IndiatoEnd_ia,0
صورتیں کتنی ہی خوبصورت کیوں نہ ہوں. ❤😞 نصیبـــوں کــــی مـــحتاج ہوتــــی ہیـــــں. 💐,0
آخر مخصوص نشست اسی کام کے لیے ملی ہے بھونکا اور بھونکا 😀,1
اسد بھائی اس سلیکٹڈ کی کیا اوقات میاں صاحب کو لانے کی میاں نواز شریف صاحب جلد ہی واپس آ کر اس کی منجی کو ٹوکیں گے بھڑکیں مارنا اس کی فطرت میں شامل ہے😄😀,1
 وعلیکم السلام ورحمتہ اللہ وبرکاتہ اللہ پاک اپکو اور آپکے اہلخانہ کو ہمیشہ خوش آباد اور سلامت رکھے 💐,0
"وزیرِاعظم بنتے ہی ابا کی قبر پہ جانا ضروری تھا۔ مقصود یہ تھا کہ قبر کے پاس کھڑے ہوکر کہہ سکیں۔ اباجی! دیکھیں آپ کا بیٹا وزیرِاعظم بن گیا ھے۔
اباجی نے زمین پہ ضرور درخت لگایا ہوگا جس کے بدلے انہیں جنت میں ایک گھر ملا ہوگا۔ وہ اس گھر میں ہونگے۔ حوریں اپنے خیموں میں ہونگی۔
#Sarcasm https://t.co/QobatYA6XI",1
جن کے فالورز کم ہیں وہ فالورز حاصل کرنے کیلۓ 1  ریٹویٹ کریں۔ 2 کمینٹ میں اپنا ہینڈل  مینشن کریں 3 ایمانداری سے کنفرم فال…,0
کل تک جو تھے ایک دوسرے کو گھسیٹتے آج ایک دوسرے کو گھسیٹ رہے ہیں پی ڈی ایم کی شکل میںایک خان سب پہ بھری,1
واہ واہ صاحب بہت اعلی ,0
یہ سب کرکے موجودہ سیاسی منظر نامے میں پیپلزپارٹی ان ہوگئی ہے ورنہ نون لیگ اور نواز شریف ہی نظر آرہے تھے,1
ہم بہن بھائی ہیں گل ختم ٹویٹ ہضم 😝😝😂,0
تلفظ، انداز بیاں اور انتخاب بے حد کمال,0
آپکی تو پھر بھی سنی گئ میں تو 11 سال سے کہہ رہا نہ کسی نے پروموٹ کیا نہ فالورز میں اذافہ ہوا خان کا سپاہی ہوں اسلیئے ہار نہیں مانتا ہارتا وہ ہے جو ہار مان لیتا ہے 😊👍,0
پچھلے دس  پندرہ سالوں سے ایسے ہی لاپتہ افراد کے کیس کو مزاق بنایا جاتا رہا، اب تو  اپنے سیاسی طنز مزاح کے لئے بھی آپ بے شرمی سے جملے کس رہے ہیں۔۔ شیم شیم https://t.co/mA1MaNN4RV,1
شکراً 🙏 آپ بھی خوش رہیں سلامت رہیں آباد رہیں آمین ثم آمین 🙏,0
ڈن 💯,0
میں شتر مرغ کے انڈے کی بات کر رہا تھا/تھی۔😜😜😜😜,1
یعنی اب سٹار بننے کی پکا ارادہ ہے😝😂,0
 آرمی چیف نے کراچی واقعات کی رپورٹ طلب کر لی گیم تو اب شروع ہوئ ہے,1
@pak14_8 آپ لگے رہیں  ہر کسی کی اپنی رائے ویسے میں بھی مانیکا خاندان پر تنقید کرتی ہوں 😅😅,0
سندھ حکومت نے تیس دن کی مہلت مانگی ہے بس یہ پتہ کرنے کے لیے کہ سندھ آئی جی کو گودی میں اُٹھا کے لے گئے تھے یا سر پہ بیٹھا کہ۔۔۔؟ ہم بیوقوف ہیں جو ان کتوں کے لیے اپنا قیمتی وقت ضائع کردیتے ہیں۔ہونا کچھ بھی نہیں۔ 🙅‍♀️🙅‍♀️🙅‍♀️ چھترول لگاوُ اور سچ اگلواوُ۔,0
فلسفہ حیات ہے انجم بھائی 😅,0
"@MehrTarar بھاڑ میں.

 #sarcasm",1
*کبھی کبھی ... خاموشی کی چیخیــــں اتنی بُلند ہوتی ہیــــــــں ... کہ کوئی اور بات کرنے کو دل ہی نہیـــــــــں چاہتا ... ... 😏💔🙁 مارخورز محبت_کے_رنگ,0
اسی لیئے کہا ہے کہ 🍼🍼 ختم کرکے آ جانا,0
فرشتے میں عقل اور جانور میں خواہش ہوتی ہے لیکن انسان میں دونوں ہوتی ہیں اگر وہ خواہش دبا لےتو فرشتہ اور عقل دبا لے تو جانور ... 📌,0
بہت شکریہ 🙏سلامت رہیں,0
میرے خواب خیال سبھی تمھی سے ہیں منسلک جاناں❤️,0
یار یہ رونا اور رولانا ضروری ہے کیا 😜,1
یہ آپ نے اچھا کیا سارے پین یکوں کا ایک ہی گروپ فوٹو بنا دی ۔اب اجتماعی لعنت ان گشتی کے بچوں پو بھیجنا آسان ہو گی ۔😂,1
ویرے😜😜😜😜😜کچھ زیادہ نہیں ہو گیا 🙈🙈🙈✌✌✌✌✌ تو تھوڑا سا کم کرو,0
ابھی کل ھی کی بات ھے کہ اک گیٹ نمبر 4 کا چپڑاسی اورپنڈی کا مصلی کہتا تھا نانی اور بلاول بچے ھیں🙎‍♀ نانی نے پڑنانی یاد کروادی او…,1
جا میں نی بولدا ۔۔ 😩,0
*ہجر دیجئے ... .. صبر دیجئے ... کوئی کشادہ قبر دیجئے💔 *محبت تو دے نہ سکے `` آپ `` 🙏 ایسا کیجئے زہر دیجئے، GOOD_NIGHT,0
 اس منافق معاشرے کی عجب ریت ہے طوائفیں بدچلن اور گاہک شریف ہے 🤦‍♂️🙅‍♀️,1
بات نہ کرنے سے محبت کبھی ختم نہیں ہوتی محبت کے لیے رابطے کی ضرورت نہیں ہوتی یہ تو ایک احساس ہے جو ہمیشہ ساتھ رہتی ہے 💔 محفل_سخن,0
شرافت اور پاکستان دومختلف چیزیں ہیں 😢,1
 اسپیشل پروموشن ایکٹو فالورز کے لئے اگر آپ🌏🔀 ریٹوئیٹ کرکے فالو کریں اور فالو بیک دیں تو صبح صبح آپ کے کافی سارے فالورز پکے…,0
شہ 😎,0
ہم تقریبا 7 لاکھ جوانوں کو فوج کہتے ہیں اور یہ جاہل یوتھیے صرف ایک جنریل کو ہی پوری فوج سمجھتے ہیں ۔,0
محمود اچکزئ کہتا ہے اردو زبان ھماری نہیں ہۓ۔ یہ بات بھی اچکزئ صاحب نے اردو میں کہی ہے 😂,1
آپ نے مینشن تو کیا ہوا دوسرے نمبر پر 🤨😑,0
ویل ڈن سندھ پولیس ,0
😂😂ابھی ابھی میرے زہن میی بھی یہی بات ائی۔,0
گاندھی نے قاتل کا نام بتایا ہوگا۔۔ 😂😂😂😂,1
آپ کی Paid Enteainment دیکھتے دیکھتے بال سفید ہو گئے لوگوں کے، لیکن کمال یہ ہے کہ آپ جیسے چوتیوں کو جھوٹ اور پروپیگینڈے کو enteainment کہنے میں تھوڑی بھی شرم نہیں آئی۔ خیر قصور آپ کا نہیں، گندہ خون یہی کچھ کیا کرتا ہے 😋😋😋,1
حسن لہ زوال شتہ مینہ نہ لری زوال,0
 کسی نے یہ بھی دعویٰ کیا تھا کہ نواز شریف مر جائے گا لیکن لندن اعلاج کروانے نہیں جائے گا 😂,1
بھارت 🇮🇳 کے اس پروپگنڈے کی ایسے بینڈ بجائی جا رہی ہے جیسے لداخ میں چائنا 🇨🇳 نے بھارتی فوج 💂💂 کی بینڈ بجائی ہے۔ KarachiCivilWar,1
اسی لئے تو ہمیشہ کیلئے سلوا رہی ہوں بڑے هو کر کیوٹ نا رہے تو ,0
شہباز شریف کا عمران خان کی سیاست پر تنقید کی بجائے خاتون اول پر گندے حملے کرنا ظاہر کرتا ہےکہ اگر دلیل نہ ہو تو بندہ اسطرح کی گھٹیا زبان استعمال کرتا ہے بڑا بینظیر پر ذاتی حملے کرتا تھا اور چھوٹا اسکے نقش قدم پر چل رہا انکی سیاست محض عورت پر کیچڑ اچھالنا، کرپشن اور لوٹنا ہے۔ لعنت,1
 پٹواریوں_کی_مادرملت بلاول زرداری کا کوئٹہ جلسے میں شرکت سے انکار فضلرحمن کا انقلاب گیا تیل لینے.. 😀😀,1
22 کروڑ میں سے میرا نام پہلے سے نکالو میں نے میاں چور کےلیے جیل نہیں جانا😅,1
 اور پھر خاک ہوئیں محبتیں دونوں کی ⁦🥀 دونوں نے گھر بساۓ___جُدا جُدا⁦❓,0
وہ تو میں ہوں 😎,0
 رات کو مریم اور بلاول بہن بھائی بنے راکھی باندھی گئ صبح سالے نے بہنوئی گرفتار کرا دیا 😂😂,1
🌸🌷🌷اس کی عظمت کو سلام,0
 پاکستان کے تمام تھانوں کو شاھدرہ کی طرح با اختیار بنایا جائے 🤣😅😜,1
"@Headstonedrive @MirMAKOfficial @GMChaudry1 @ImranKhanPTI @SHABAZGIL @SMQureshiPTI @AzharSiddique @ZafarDar @SafinaKhann @AghaZulfikar @MuradSaeedPTI جسے رائے اور تنقید اور اعتراض کا فرق نہیں معلوم وہ یہاں چول اور رائے میں فرق بتانے آ گئے۔
واہ۔۔۔ 
😅😅",0
رپورٹر آپ کے شوہر کی موت کیسے ہوئی ؟ بیوی زہر کھانے سے رپورٹر لیکن جسم پر نشان کیسے ہیں ؟ بیوی کھا نہیں رہا تھا ,1
حامد میر صاحب اب ان بیچارے کامران خان کو اغواکاروں کی چنگل سے ازاد کرانا آپ کا کام ہیں.😂,1
 نام ہیڈر پن ٹویٹ اپڈیٹ 😌❤ HBD_Hania🎉 😘,1
کوئی خیر اے فیر مجاہد جے اودہی دوست تے اکھ رکھی تے کیویں بیچاری نوں گلیوں چھڈ دیے😂😂😂😂,0
"آرمی نے پریس رلیز کیا کردی، گبارے مین سے ھوا نکنے لگ گئی :-P

#SARCASM
#SOCH",1
اور وہ Ryt والا کیڑا بھول گئے کا ؟ 😂😂,1
اپنی کوششوں پہ افسوس ہے چکن پہ کیا گزری ہوگی اسکی فکر ہی نہیں 😂🤣,0
تنظیم سازی کا بیڑا غرق ھو گیراج ہو یا ھوٹل صفدر بیچارہ ہمیشہ رنگے ہاتھوں پکڑا جاتاھے 🤪😂🤪 🤸,1
@ANWARMAQS00D آپ کی طرح منافقانہ مزاح نہیں کرتا مرشد #ImranKhan,1
اوکے نئیں تے ناں سہی 😏,0
پٹواریاں کا غصہ کرنا بنتا بھی ہے۔۔ ایک کپتان باجی لے گیا دوسرا حکومت۔۔ ایک کو یہ منہ نہیں لگاتے۔۔ دوسرا ان کو منہ نہیں لگاتا۔۔ 🤣🤣😅,1
@umarfar53474973 @WaseemRaja1512 کرنل صاحپ سابق فوجی ہیں مزاح سمجھنے میں انھیں تھوڑی دقت ہوئی ہو گی۔ باقی وہ  شیرجیسے سیاسی کارکن ہیں,1
ایک یہ ہائی بیم لائٹس اور دوسرا وہ بائیکس جن کی بیک لائٹ ہمیشہ بجھی رہتی ہے۔ اب یہ گاڑی والے کی قسمت کہ اس کو بائیک نظر آئے نہ آئے 😖,0
سر، آپ پڑھے لوگوں کی صحبت کا اثر ہے جو آپ لوگوں کی بات میں حصہ لگا لیتے ہیں ورنہ کون پوچھتا ہے 😷,1
بندہ اونج وی مس کر لیندا لازمی اے کہ جو تیرا ادھار لے کے نسے اونو ہی مس کرنا😡😂😂,1
بے شرم حکومت کو شرم آنا چاہیئے چلغوزے 2500 روپے کلو میٹر ہو گئے ہیں بلاول بھٹو 😜😂🤣 نااہل_حکومت_چوراپوزیشن,1
میرے پیارے پاکستانیو اس بار لنڈے سے ہاتھ ہولا رکھنا 75 گورے کو رونا سے مرے ہیں سوچا آپ کو یاد کرا دوں,1
 لوگوں کو دکھ درد سمیٹنے والے مہان کرم چاری ہیں 😂😂😂😂😂😂😂😂,1
ڈن 🍁⚘🌺🌷,0
رورہ غریبی دہ😁😁😁,0
دیکھو ان سیاست کرنے والو کو جن کو یہ بھی نہیں پتا کہ قبر پر نعرے بازی کرنا حرام ہے یہ حلال👎,1
اوووہ اوووہ اوووہ پولیس کی غیرت جاگی اور وہ بھی سندھ پولیس کی😅😅😅😅👎👎سندھ پولیس کی غیرت بھی ثناء کی غیرت جیسی ہے شان نے چوس کر پھنک دیا بیچاری کو,1
اتنا بڑا معاملہ ہو گیا یار کوئی وزیراعظم کو بھی نوٹس لینے کا بولے ڈمی ہے مگر ہے تو PM 😂😂,0
 ترے سوا بھی کئی رنگ خوش نظر تھے مگر جو تجھ کو دیکھ چکا ہو وہ اور کیا دیکھے💗,0
 جزاک اللہ خیر اخی⚘ پاک پروردگار آپ کی زندگی کو خوشیوں سے بھردیں اور صحت و سلامتی عطا فرمائیں__آمین ⚘🌿⚘,0
مان جاونگی چلو اب زرا میرا میک اپ فریش کردو ناں😎,0
بہت خوب ,0
 چلو فیر چلئیے,0
بھائی میں بلکل ریاست کے بیانیہ کے ساتھ کھڑا ہوں اسکی نفی نہیں کر رہا😘😘 افغانیوں کا وہ مکرو چہرہ دکھا رہا ہوں صرف۔۔۔ ما شا اللہ اپ نے بہت زبردست بات کی 😍😍,0
بہت بہت مبارک ہو آپکو بھائی۔ سلامت رہیے شاد و آباد رہئےآمین آمین💓💓💓💖💖💐💐💐🌺🌺🌺🌺,0
اگلا وزیر اعظم مولانا مریم بھٹو 😀😀,1
منٹو خود ایک نامرد تھا جو مردوں کے خلاف لکھتا تھا۔ 😂😁,1
ہہہہہہہہہہہہہہہہہہہہہہہہہہہہہہہ🤣😹😹💕,0
شغلی فرازکی ٹپوسیاں سن کر فردوس عاشق اعوان ہنس ہنس کر صوفے سے پچھاں ڈگ پٸی😄,0
باجوہ ساب نے واقعے کا نوٹس لے لیا بالکل اسی طرح جیسے ایم کیو ایم والے صبح بندہ قتل کر کے شام جنازے میں رونے پہنچ جاتے تھے 😶,0
کاشتکارکو 100/120 من گنے کا ریٹ ملتا تھا- ▪︎2 سال میں گنے کے کاشتکار کو امدادی نرخ پر مکمل ادائیگی یقینی بنائی۔ ▪︎پنجاب میں گنے کے کاشتکار کو 99 فیصد ادائیگیاں مکمل ہو چکی ہیں۔ ▪︎کروڑوں روپے بااثر شوگرمل مالکان سے کاشتکاروں کوواپس دلائے ہیں۔ وزیر اعلی پنجاب عثمان بزدار 2/2,1
پہلے کہتے ہیں نواز شریف کو اقتدار جنرل ضیاء الحق نے دیا پھر کہتے ہیں فوج کا سیاست کوئی تعلق نہیں اے کی سی 😝 اچھا سوری,1
آج میں نے ایک کلو 🍌 کیلے خریدے ہیں یہاں kg میں ملتے ❤️,1
بات تو سچ ہیں بھیا پر بات ہے رسوائی کی 😏😏😂😂👊👊👊,1
اللہ سوہنا آباد رکھے آپ سب کو اسی طرح ہنستے مُسکراتے رہے صدا اللهم امين يارب العرش العظيم 🌹❤️🌹❤️🌹❤️🌹❤️🌹❤️🌹❤️🌹❤️,0
