input,label
بے نظیر جب پہلی بار الیکشن لڑی تو یہ ساجد میر ہی تھا جس نے فتوی دیا تھا کہ جو عورت کوووٹ دے گا وہ دائرہ اسلام سے خارج ھوجائے گا اور پچھلے دنوں یہی ساجد میر مریم کو عظیم لیڈر قرار دے رہاتھا😀,1
فواد چوہدری کی طرف سے مریم صفدر کو پلاسٹک کی گُڑیاکہنے پر تنقید کرنے والوں کو ایک دن پہلے شہباز شریف کی خاتون اول کے بارے میں کی گئی انتہائ نامناسب گفتگو کیوں نظر نہیں آئی؟حالانکہ اس بے چاری کا تو سیاست سے کچھ لینا دینانہیں ،جبکہ مریم تو عملی طور پرسیاست میں فتنے برپا کر رہی ہے,1
سو بار چمن مہکا سو بار بھار آئی دنیا کی وہی رونک دل کی وہی تنہائی دنیا کی محفلون سے اکتا گیا حون یا رب کیا لفت انجمن کا جب دل ہی بوجھ گیا ہو✨,0
ہاں جی.. سہی کہا آپ نے ✌️پوچھ کر ڈلیٹ کریں گے.. یہ نہ ہو وہ دونوں انجوائے کر رہی ہوں اور ہم ڈلیٹ جر دیں 🙊,0
تمھاری بات پر تمھارے گھر والے یقین نہیں کرتے تو ہم کیوں کرے جوکر 😂، تم نے آج تک سارے بونگیاں جھوٹی ماری، اتنی زیادہ ہے کہ بندہ گن گن کر تھک جائے جیسے عائشہ گلالئی کی میسیجز، شہباز شریف کمر درد، آئی ایس آئی نے پیٹ می گولیاں ٹھوک دی لیکن تم زندہ ہو😂 وغیرہ وغیرہ,0
فوج سے بھی بھاگا ہوا ہی لگتا ہے مجھے 😊😊😆,1
اپوزیشن تو کہتی تھی ہم نیازی کو 5 سال پورے کرنے دینگے پانچ سال تو پورے نہیں ہوے 😝🤦🏻‍♂️ KhanTheOneManArmy,1
وہ وقت آگیا ھے جب ووٹ چور نااہل اور سلیکٹڈ حکمرانوں کو عوامی قہر کا سامنا کرنا پڑے گا مریم نواز کی للکار,1
سندھ پولیس والے تو سب سنگم ہی بم گئے😂,1
نہ جانے آخر اتنا درد کیوں دیتی ہےیہ محبت ہنستا ہوا انسان بھی دعآوَں میں موت مانگتا ہے,0
گر گئے چلو کوئی بات نہیں مگر اٹھنے کی کوشش تو کرو ☀ optimistic,0
"@sonofPakistan_ @MaryamNSharif #sarcasm
سمجھ کر بولو 😂",1
حامد میر صاحب آخر آپ نے حکومت کے ماموں کے بیٹے کامران کی لے ہی لی 😁 کلاس باخدا یقین ہی نہیں آتا کہ یہ لڑکا کامران وہی ہے جو Geo News پر پروگرام کیا کرتا تھا اب تو قوم کو بھی پکا یقین ہو گیا یہ ہی اصلی والا حکومت کے ماموں کا بیٹا کامران ہے,1
السلام علیکم 📢Trnd Ale آج جمعرات شام6بجے ھم ٹرینڈ کریں گے فوج_ہے_تو_پاکستان_ہے اس میں کسی کو شک نہیں اور نا ہی کسی…,1
 عطر سے کپڑوں کو مہکانا بڑی بات نہیں✌ مزہ تو تب ہے کہ کردار سے خوشبو آئے 👉 💫🍂🍃,0
مجھے اس لیے اندازہ ہے کہ میرے گھر کے ساتھ ہی پرائیویٹ سکول آواز ایسی آتی رہتی ہے اس لئے مجھے اندازہ تھا😂😂,0
ڈاکٹر کا بچہ اگراپنے باپ کے ڈاکٹر ھونے کی بنیاد پر خود کو ڈاکٹر سمجھ لے یہ غلط ھے بغیر ڈگری تجربے اور کوشش کے ڈاکٹر کا بچہ ڈاکٹر بن کے آپریشن کرے گا تو وہ نقصان کرے گا۔اور نہ ہی ڈاکٹر کا بیٹا ڈاکٹر بن کر سیدھا اپنے والد کی چیٸر یعنی بڑے ڈاکٹر کے عھدے کو استعمال کرتا ھے 😳,0
 جو میرے ساتھ ہوا تیرے ساتھ نہ ہو کبھی مختصر یہ کہ مکافات عمل بھی معاف کیا🙏,0
شبلی صاحب سے یہ بھی پوچھ لیں نواز شریف کو تو لانے میں ٹائم لگے گا اوہ بھای مریم بھی تو چھ ھفتہ کی ضمانت پر ھے اسے تو پکڑ لیں۔ قوم سے مذاق نہ کریں پلیز🙏,1
 آپ کی رحمت کو یہ بات گوارا ہی نہیں آپ کی چوکھٹ پہ کوئی جائے تو خالی آئے ❤ صلی اللّه تعالی علیہ وآلہ وسلم💚,0
گھر جمائما کا ، پیسہ جہانگیر ترین کا بیوی خاور مانیکا کی ، حکومت فوج کی 😂😂 کیا درویش آدمی ہے نیازی۔,1
ہماری اکنامکس کے مطابق ممالک دو طرح کے ہوتے ہیں 1 ترقی یافتہ 2 ترقی پذیر لیکن خان صاب نے ایک اور قسم بھی دریافت کیا جسے زوال پذیر کہتے ہیں۔۔۔۔ مبارک ہو پاکستانیوں۔۔۔,1
😂😂😂😂آپ کا تو پتا اس کا نہی پتا,0
شیخ حلیم الرائی کو محمد بن قاسم کا ساتھی ہونے کی وجہ سے ملک چھوڑنے کا حکم دیا۔ خلیفہ کی ان ظالمانہ کاروا ئیوں کی وجہ سے آریحائی قوم نے اپنے وطن واپس نہ جانے اور برصغیر قیام کا فیصلہ کر لیا۔ شیخ حلیم الرائی نے آریحائی لوگوں میں زمین تقسیم کی تو 👇😁,0
اسکے لیے ابھی مذید کٸ دہاٸیوں تک آپکو انتظار کرنا پڑے گا😅😅,1
یہ حالات دیکھ کر وفاداری تبدیل کرنے کا چیمپئن ہے 😂,1
نواز شریف اور ریحام خان کی حالت ایک جیسی ہے ایک کو فوج نے طلاق دی دوسری کو خان نے اب دونوں اپنے پرانے کھسم کو کوسنے لگے/لگی ہوتی ہیں 😂😂😂,0
🔄ری ٹویٹ کرنے والوں کو فالو کرتے جائیں سب مل کر فالو بیک دیں گے ہم 🔄,0
"پاکستانی ٹیم نے دل خوش کردیا! 
#JustForFun #Satire #Sarcasm
علامہ اقبال کی روح سے معذرت کے ساتھ https://t.co/lIhiiNkffI",1
وَعَلَيْكُم السَّلَام وَرَحْمَةُ اَللهِ وَبَرَكاتُهُ❃◕❃❥ دعا ◕‿◕ بارگاہ الہی میں دعا ہے کہ اللہ رب العزت آپ کی ہر نیک تمنا پوری کرے ◕❥◕❥❃ صحت عطا فرمائے کسی کا محتاج نہ کرے اور ہمیشہ اپنی پناہ میں رکھے آمین یا رب العالمین◕❥◕❥❃ ❃⊶⊷⊶⊷❍⊶⊷⊶⊷❃,0
 کرنٹ اکاونٹ خسارےکی کمی کی وجہ یہ ہیں 👇 کسادبازاری انٹریسٹ ریٹ کاذیادہ ہونا لوگوں کیbuying capacityکابہت کم ہوجانا امپورٹ…,0
؀کی دساں یار فریدا روٹی بندہ کھا جاندی اے 🙏,0
 وہ مضطرب ہے عشق میں نقصان کچھ نہ ہو ہم مطمئن ہیں جاں کا خسارہ ہے اور بس عشق اردو اردوادب,0
آپ رائٹ سائیڈ سے چھٹے نمبر پر جس نے سیب پکڑا ہوا اور فنی سا ٹویٹ سوچ رہی 😇😇😂😂,0
محترمہ فاطمہ جناح کو عزت دو ووٹ کو عزت دو 📢اللہ اکبر ۔اس نعرے میں کتنی پاور ہے 🇵🇰 پاکستان زندہ باد 🇵🇰,0
اچھا 😀,0
مرغے کی آواز پر یورپ والے عدالت لے گئے یہاں تو کنجر خانوں کو سپورٹ حاصل ہے 😬,1
 کبھی سنا کسی نے 🤔🤔🤔 کہ LIKE اور FOLLOW كرتے ہوئے کوئ بندہ مر گیا 😤 تو کردو تسی بھی نہیں مرو گے 😤🤪🤣,0
تُسی چلو میں دسمبر میں آونگا 😂,0
تنظیم سازی ۔۔۔۔۔ 😂😂😂 اپنے ای فوجی ماری جاو 😂😅,1
سردار عابد ملہی ... عرف موٹروے 😎😎 😜😜😜😜😜,1
بزدل کی دوستی۔ کوئٹہ جلسے میں مریم کی بہن بلاول شرکت نہیں کرینگی 😂😂 پٹواریوں_کی_مادرملت,1
جو صحافی یہ بتا رہے ہیں کہ فلاں سیاستدان فلاں مارشل لاء کی پیداوار تھا کیا وہ یہ بتانا پسند فرمائیں گے کہ کون سا صحافی کون سے DG ISPR کی پیداوار ہے۔ 👈 ریحام خان DunyaUpdates,1
😂😂🙏 آپ کی شادی پچھلے سال سے ہو ری ہے,0
ماشااللّہ ✅,0
اللّہ پاک آپ کو اور آپ کے اہل و عیال کو ھمیشہ اپنی رحمتوں کے سائے میں رکھے آمین یارب العالمین 🤲⁦❣️⁩ فی امان اللہ,0
 تم انڈے اور ٹماٹر کھاؤ باقی ہم کلو اور درجن Manage کرلیں گے😂🤣,1
اس رنگ برنگی دنیا میں کئی من کے کالے رہتے ہیں۔۔۔۔,0
 لوگ صورت پر مرتے ہیں ہم کو محترمہ کے کمنٹس سے عشق ہے  مارخورز,0
سب سے ہٹ کر منایا ہے اسے ہم سے اک بار وہ روٹھا ہے تو سہی اس کے قدموں میں بچھا دوں آنکھیں میری گلی سے وہ گزرے تو سہی اس کے سب جھوٹ بھی سچ ہیں محسن شرط یہ ہے کہ وہ بولے تو سہی محسن نقوی  نیہا جی ہون راضی ہو جاؤ,0
"""میں نے پولیس والوں سے کہا کہ چیک کر لیں گاڑی میں کہیں  ریما یا میرا نہ ہو، ہمیں تو انہی ہیرونز کا پتہ ہے"" - اہلیہ رانا ثناء اللہ کی میڈیا سے گفتگو

ویڈیو دیکھیے : https://t.co/saecSmpN91

#RanaSanaullahArrested #Wife #MediaTalk #Faisalabad #Sarcasm #Meera #Reema https://t.co/EtqPEE1PNk",1
 میکو پتہ ہے میری رخصتی کے وقت میرے گھر والے روئے گے نہیں خوش ہو گے سب😛 😂😂😂😂,0
 جو لوگ کہتے ہیں پیسوں سے خوشیاں نہی ملتی😏 وہ اپنے پیسے مجھے دے دیں شکریہ😂😁🙈 مارخورز…,0
 لو جی چنگی بے عزتی کر کے آج بلاول زرداری کو یاد آ گیا صفدرے کو پکڑنا بری بات ھو گئ۔۔۔ کتنے یو ٹرن لو گے تم سب لوگ😑,1
او ڈاکٹرا نہ پیا کر یار 😢😢 ایدھر مینوں پھڑا دے ڈبی 😬😂😂😂😂,0
پائن گندے انڈوں کا بندوبست آپ کرلیں مار میں آوُں گا😂😂😂😂😂 نوٹ انڈے کلو کے حساب سے ہوں اور وہ پی پی پی کے 😂😂😂😂🙏,1
آواز تو قائدِ اعظم نے بھی سُن لی تم لوگو کی .. فون آیا تھا میرے پاس پوچھ رہے تھے میرے مزار میں گدھے کیسے داخل ہوئے 😕 😂😂😂,1
 Dr_Armaan_Malik ❤ خدا ترسی یہی ہے کہ انسان جس تکلیف اور مصیبت سے خود گزرے اسے دوسروں پر مسلط ہر گز نہ کرے۔ یہی انسانیت کی…,0
یہ کانے تو وہ ہماری طرف جھاڑو بنتی ایک پودے سے اس جیسے لگ رہے، 😂,0
@SaleemKhanSafi @asbabar786 تمہارا گنجا بیمار ابھی تک علاج کرا کر واپس کیوں نہیں آیا؟ پہلے گنجے کو واہس لاؤ۔ پھر دوسروں پر تنقید کرو۔ عمران کرپٹ نہیں ہے۔ یہ تم خود بھی اچھی طرح جانتے ہو۔ دراصل تم نون لیگ کے دئیے گئیے لفافوں کا حق ادا کر رہے ہو۔,1
میرے ساتھ بھی یہی ہوا یہ اپ دیٹ میں آر ٹی کا اپشن نہیں😌 Quote کرے کے آر ٹی کریں,1
میں اپنے انگور بڑے سوچ سمجھ کے لینا 😂😂😂,0
جلسے جلوس احتجاج تو ہوتے رہیں گے یقین مانیں میں اس کے انتظار میں ہوں جب اسمبلیوں سے استعفے دینے کا وقت آئے گا 😁😁😁😁,1
ﻭﮦ ﮐــﮩﺘﺎ ﺗﮭﺎ ﻣﺠـــﮭﮯ ﺑﮩﺖ ﭘﺴـــﻨﺪ ﮨــــﮯ ﻣﺴــﮑﺮﺍﮨـﭧ ﺗﯿــــــــــــﺮﯼ ﺑـــﺲ ﭘﮭـــــﺮ ﻟﮯ ﮔﯿــﺎ ﭼﮭﯿـﻦ ﮐــﮯ 💔😥😥,0
مریم اورنگ زیب یا مریم نواز کو تو یہ بھی نہیں کہہ سکتے 😛,1
 سندھ پولیس کی عزت میری عزت ہے، سندھ پولیس کی بے عزتی میری بے عزتی ہے چیئرمین بلاول بھٹو زرداری زندہ پولیس زندہ ,0
صرف جیو پر چلی ہے اور غلطی ان سے یہ ہوئی کہ رینجر والا حصہ کاٹ نہیں سکے 😊😊,0
اور جب آپ کی چ پورے انڈیا نے ماری؟ اس کےپیسے اوکاڑہ سے مل گئے تھے یا انہوں بھی چ ہی ماری 🤣😂,1
وزیراعظم کی کال آئی تھی کہہ رہا تھا درجہ حرارت جتنا مرضی گر جائے میری سوچ سے زیادہ نہیں گر سکتا✌😂,0
شکر اللہ ۔۔۔ بدل رہا ہے اب عمران بدلے گا اب پاکستان ان شاء اللہ 🙌🤲,0
بھائی یہ فیک اکاؤنٹ ہے، نواز کی کھنچائی کے لئے 😀,1
تجھ سے واجب ہے محبت کا تعلق رکھنا🔥,0
آرمی نواز شریف کو یہ کہہ دے کہ ٹھیک ہے آپ کے بارے میں کچھ سوچتا ہوں تو نواز شریف گلالئی کی طرح رحام خان اور گل بخاری کو کوڑا دان میں منظور پشتین کے ساتھ پھینکنے گے😆😆😆😆 پھر آپ کے,0
لندن ے عظیم پاکستانیوں کا نیا نعرہ مارکیٹ میں آگیا گلی گلی میں شور ہے فلیٹ کے اندر چور ہے 😜,1
شکر الحمدللہ آپ کی کوئی ٹویٹ اردو میں نظر آئی 👍,0
جب جینا ہر حال میں ہے تو مسکرا کر جینے میں کیا حرج ہے 😊,0
پرانا اکاونٹ فی الحال بند ہے ۔۔نئی آئ ڈی 👈🍟 کو ایڈ اور فولو کریں شکریہ فولو کرنے پر KFC کے fries فری ہیں ۔۔,0
بے نظیر نے زِندگی بھر ایک ہی بات 100 فیصد سچ کہی تھی نواز شریف تم گیدڑ ہو 😂,1
 جج آخری خواہش بتاو؟ مجرم کوئی غیرت مند پی ٹی آئی والا دیکھنا چاہتا ہوں🙄 جج بہت چالاک ہو ساری زندگی جینا چاہتے ھو 😂,1
ان لوگوں کو عوام نے اس کام کے لئے منتخب کيا تھا تا کہ ايوان میں يہ ثابت کر سکيں کہ سب سے اچھی سيٹی کون بجاتا ہے۔۔ شرم_ان_کو_مگر_نہیں 👈👤👥,1
"اللہ کے شیروں کو کفار کا ایجنٹ بنانے والوں کیوں کسی کی حوریں ضبط کروارہے ہو 
#PeshawarAttack #Sarcastic",1
دنیا کے ہر مشکل اور پریشانی کا حل قرآن پاک میں ہے بس ہمیں پڑھنیں کا ٹائم نہیں ہوتا اس لیئے ہم زیادہ پریشان ہوتے ہے اللْہ پاک ہم سب کو تلاوت کرنے کی توفیق دے❤,0
👈سونے سے پہلے ریٹویٹ کریں 👈 1 گھنٹے کے بعد لسٹیں بناؤں گی انشااللہ 200 فالوورز کا یقینی اضافہ بنائیں 👈 ابھی دیر نہ کریں جلدی سے ریٹویٹ کریں ریٹویٹ کر کے ایک دوسرے کو فالو کریں 👈اور اپنا ہینڈل مینشن کر دیں مارخورز,0
بہت خوب واہ,0
ٹھیک کہا آپ نے  ,0
اچھا اچھا  کتنی معصوم ہے ملکانی نہی تو کون مانتا ,0
القرآن سورۃ البقرة آیت:234 حصہ1/2 ꧁💓❁﷽❁💓꧂ اور تم میں سے جو لوگ وفات پاجائیں، اور بیویاں چھوڑ کر جائیں تو وہ بیویاں اپنے آپ کو چار مہینے اور دس دن انتظار میں رکھیں گی، پھر جب وہ اپنی عدت کی میعاد کو پہنچ جائیں,0
 خامیاں تو بہت ہیں مجھ میں کو ئ نکالے تو سہی منہ نہ توڑ دوں 😜😜😂😕😂,1
باجوہ صاحب نے کرنل کی بیوی کا بھی نوٹس لیا تھا۔۔ 😂😂,0
عمران نیازی ک پاس صدقہ زکات زیادہ جمع ہورہا ہے یہ اس کو معیشت سمجھ رہے ہیں😂,1
@FMDogar مودودی نے انبیاء علیہم السلام اور  صحابہ کرامؓ پر بہت تنقید کی ہے,1
ابھی سے نہانے میں ایک دن کا ناغہ ڈالنا شروع کریں تاکہ سردیوں میں نہانے والی پریشانی نہ ہو 😁,0
 پہلے بندہ راضی کریں پھر تنظیم سازی کریں پبلک سروس میسج😎,1
 کل تک جو کہ رہے تھے بلاول بولا نہیں ھے انھیں آج سکون تو آیا ہو گا اب یہ جو اتحاد ھے ان شااللہ ووٹ کو عزت دلوا کر رہے گا,0
مولا علی علیہ السلام مدد حق حیدر 🌹❤️🌹,0
ہیرو گیری پٹھی پے گئی 😂 قصور جدا وی نکلیا، اینوں بڑے چھتر پینے نیں,1
 جن پر تکیہ تھا وہ ہی پتے ہوا دینے لگے 😎,1
ایک دیوار پر لکھا تھا پڑھنے والا گدھا ہے پٹواری نے اسے پڑھا اور اسے مٹا کے لکھ دیا لکھنے والا گدھا ہے SAD 😂😂😂,1
بہت ذہین آدمی ہیں آپ تو😜,0
آنکھیں بند کر لوں تو آنا جانا کیسے دیکھو گا 😂,1
تو یہ بات حقیقت ہے عوام نے ن لیگ کو عینجکٹ کیا اور سپانسرز نے ریجکٹ کیا، ووٹ کو چوری کرکے 😂,1
برادر وہ بال کٹوائی کا پوچھ رہی ہیں۔ اس موضوع پر روشنی ڈال کر محترمہ کو مشکور ہونے کا موقع دیجئیے۔ 😔😔,1
بھارت میں نواز شریف کی مقبولیت میں اضافہ وہاں یہ الیکشن لڑیں تو بلامقابلہ وزیراعظم اور مولانا ڈیزل صدر منتخب ہوجائیں گے ۔ 😂😂😂,1
غلطیوں کی نشاندہی کا شکریہ آئندہ زیادہ احتیاط سے دیکھا جائے گا۔ آپ جیسے لوگ جب جج بننے سے گھبرا کے حصہ ہی نہیں لیں گے تو یہ تو پھر ہوگا 😋,1
 ہاں میں اس کی تھی اس نے سمبھال کے نہیں رکھا مجھے کھو دیا اس نے مجھے۔۔💔,0
جزاک اللہ خیر صنوبر🌷 اللہ پاک آپ کو دونوں جہانوں کی کامیابی عطا فرمائیں__سدا شاد و آباد رہیں__ آمین 🌷🍃🌷,0
ماشاء اللہ ❤️,0
یہ کتابیں تم دونوں ضرور پڑھنا ایک ھولندی فرانک مارتیز کی کتاب `` میں بےوقوف نہیں ہوں سب کچھ سمجھ گیا ہوں `` ہے اور دوسری روسی موریس ھنری کی کتاب `` اپنے چچازاد کے ساتھ شادی کیلئے تیار رہو `` ہے 😁 مورل ابا ابا ھی ھوتا ھے ھیں جی,0
عالمی ریکارڈ -- پاکستان🇵🇰کے پاس اس وقت دنیا🌍کی نمبر1 فوج۔ نمبر1 ایماندار لیڈر.. اور ان پر بھوکنے والے تربیت یافتہ نمبر1 کتے…,1
شکر اے تیری ہسی ویکھ کے مینو وی ہاسا آیا 😜📯😂😂😂😂,0
تو رات میں آتی وہ پڑوسی دن میں کیا یہ کھلا تضاد نہیں 😅😅😂😂😝😝,0
 😊 `` خدا کا واسطہ یوتھیو اب تمہیں کوئی ھینڈسم لگے تو اسے بہن کا رشتہ دے دینا ووٹ دیکر ملک کا بیڑا غرق مت کردینا۔۔ '' 🤣🤣🤣🤣,1
😂😂🤣🙊🙊🙈🙈 ہاں ہر ظلم برداشت,0
"شرم تم کو مگر نہیں آتی
ڈوب کر مر جاؤ کل تک تو کنٹینر پر تنقید کرتے رہے آج خود کنٹینر پر کھڑے ہوکر سیاست کرو گے
@MaryamNSharif @CMShehbaz 
#آئے_ناں_کنٹینرتے",1
بابا جی فرماتے ہیں تعلیم ہر کسی کا حق ہے زیادہ پڑھ کے دوسروں کا حق نہ ماریں😜😝,1
اتنا بڑا معاملہ ہو گیا یار کوئی وزیراعظم کو بھی نوٹس لینے کا بولے ڈمی ہے مگر ہے تو PM 😂😂,1
@AdvocateZafarB1 آگ بگولہ ہونے کی بجائے انہیں اپنے گریبان میں جھانک کر اپنے ماضی کے فاش گناہوں کا کفارہ ادا کرنا چاہیے۔ آئین اور قانون کے مطابق فیصلے کر کے تنقید کرنے والوں کے منہ بند کر دیں۔ ورنہ آگ بگولہ ہی ہوتے رہیں گے۔,1
@WajidQAU کسی بھی معیوب بات کا سب سے پہلے گاہےبگاہے ذکر منتخب گروہوں میں کیا جاتا ہے ۔پھر اسکو مزاح  کا استعارہ بنا کر زدعام کر دیا جاتا ہے ۔یہ شاید معاشرتی رویے ہیں رشوت ، چرس کا استعمال ، شادی شدہ لوگوں کے دوسرے شادی شدہ لوگوں سے روابط اس کی مثالیں ہیں ,1
منتیں پوری ہوں نا ہوں در نہیں بدلے جاتے 🌚,0
ابھی بھی بیس منٹ چلایا گاڑی😎,0
ہمارے قرضے فی کس ایک ہی صورت میں کم ہونگے، خانہ آبادی اور بچے زیادہ پیدا کرنے سے۔۔۔ بے وثوق ذرائع کے مطابق کرونا سے آبادی بڑھے گی اور فی کس قرضہ تقسیم ہوتا جائے گا 😁😁😁😁,1
جج آخری خواہش بتاو؟ مجرم کوئی غیرت مند پی ٹی آئی والا دیکھنا چاہتا ہوں🙄 جج بڑے چالاک ہو ساری زندگی جینا چاہتے ھو 😂,1
کھتری کی بے تُکی شاعری سے تنگ آ کر ٹویٹر والو نے آر ٹی مشکل کر دیا 😇 😂😂😂 Twiter 😕,0
 نانی اماں اب شیر یوتھ فورس بنانے جا رہی ہے volunteers کی ٹایگر فورس کی نکل میں😂 یونیورسٹی کالج کے دورے بھی کریں گیں اُن کو ی…,1
باتوں باتوں میں هم کو بچهڑنے کا اشاره کر کے  وه بهی بهت رویا هم سے کنارا کر کے ,0
دل چاہتا ہے تم کو سپورٹ کروں کیونکہ خوبصورت ہوں لیکن کیا کروں میڈم تیری اوقات سے مہنگی میرے ⁧ کپتان⁩ کی پشاوری چپل ہے😋😎✌,1
آرٹیکل 63 اے کی تشریح کے کیے سپریم کورٹ کی جانب سے بنائے گئے بینچ پر ن لیگی حلقوں کی تنقید قابل مذمت ہے ،وفاقی وزیر اطلاعات فواد چوہدری کی سپریم کورٹ میں میڈیا سے گفتگو,0
"رج کے کرپشن کرو نوکری چلی جائے گی تو کیا هوا پینشن اور میڈیکل سهولت تو ملتی رهے گی نا ... 
#اچها_سوری
#sarcasm",1
چلو جناب ۔۔قطری نانی کے دوبارہ زلیل ہونے کا وقت ہوا چاہتا ہے ۔۔۔۔😂😂😂,1
 ہم کوئی صحافی ہیں 😂😂😂😂,1
💫 *ضروریات ان کو کہتے ہیں جن کو پورا کیئے بغیر جینا مشکل ہوتا ہے اور خواہشات وہ ہوتی ہیں جن کو پورا کرنے کے چکر میں جینا مشکل ہو جاتا ہے۔* 🌹🌹🌹🥀🥀🥀,0
😂 😂 😂 َمان گئے مرشد کو,0
لگتا ہے پٹواریوں کو اب بھی یقین ہے کہ تاحیات نااہل کی حکومت پھر سے آئے گی 🤦‍♂️,1
 السلام و علیکم🌸 میرا یقین تو یہ ہے کہ وہ رب ایک دن میری تمام دعائیں سُن لےگا اورکُن فرمادےگا❤ صبح بخیر🥀,0
آنکھیں بند کر لوں تو آنا جانا کیسے دیکھو گا ,1
ہے بھنگ تے ھو جا ملنگ او میں پنکئ دا ملنگ 😜😜😜😜,0
مکس اچار خراب ہونے والا ہے، کیونکہ کسی نے سرسوں کے تیل کی جگہ غلطی سے ڈیزل ڈال دیا ہے ۔ 🤣😅🤣,1
نہ نہ بالکل بھی نہیں میری یہ مجال 😛😛😛,0
جی الحمداللہ 😂😂😂,0
شکر ہے آپ کو دیر سے سمجھ لگی 😂😂😂😂,0
اوہی ہنڈا ون ٹو فائیو والا حساب ، بس ٹینکی ٹاپے تے پٹی دا رنگ بدل کے نوا ماڈل 😁,0
زندگی میں اکثر ہم روحوں میں چھپے درد کو دوائیوں سے ختم کرتے کرتے خود ختم ہو جاتے ہیں 💫 Aple,0
یقین بھی اندھا ہوتا ہے کسی پہ 🔥,0
انڈے دو سو روپے کلو ,1
تسلیم پاٸی تسی گریٹ او بلکہ گریٹ فروٹ او 😂,1
وَمَا كَانَ رَبُّكَ نَسِيًّا💚 بےشک,0
گڑیا باجی ہمارا مستقبل کا وزیراعظم صاحب ہے یہ 😕😕😕😕,1
سر بہت بہت مبارک ہو اللہ میاں یوں ہی کامیابیاں عطا فرماتا رہے ⁦❤️⁩⁦❤️⁩⁦❤️⁩⁦❤️⁩,0
اتنی تو تحریک انصاف کی الیکشن میں میرٹ پر سیٹیں نہیں آئی تھیں جتنی سندھ پولیس کی چُھٹی کی درخواستیں آ گئی ہیں        ,1
انکا گھبرانہ انکی ناکامی ہے یہی عمران خان کی کامیابی ہے سب اکٹھے ہو کر بھی کچھ نہیں کر پا رہے  ,1
ارے پوچھنے بتانے کی کیا ضروت ھے سب کو پتا ھے کہ کل رات تم نے کہاں اور کس کے ساتھ گزاری ھے 😂😂😂😂,1
میرے قائد نوازشریف نے کہا تھا نہ یہ نعرہ اب گھر گھر جائے گا ووٹ_کو_عزت_دو ❤️ الحمداللہ,1
اس لئے 44 لاکھ لسی پی گئے ہو 😂,0
چلو تیری جُتیاں تیرے ای سر سہی فیر 😜,0
💗فالو کرے انشااللہ 🔙 فالو ملے گا💗 SaifurRehman4R,0
 کاکا جب تم نے عدت پوری نہیں ہونے دی🤭 تو عوام کیسے مدت پوری ہونے دے گی😂🙊🙈,1
 اے دلوں کے حال جاننے والے مہربان اللہ❤ ہماری بے بسی کے عالم میں مانگی ہوئی تمام دعاؤں کو قبول کر لے❤️,0
 کوئی کسی کا بال بہی نہی اکھاڑ سکتا ماسوائے اسکے کہ اس کے خلاف دوسروں کو بدگمان کردے ❣️,0
عثمان بزدار کا مذاق اڑانے والے، گالیاں دینے والے اپنے صوبے میں آرمی چیف سے مدد مانگ رہے ہیں کہ تحقیقات کریں `` صفدر کو کس نے گرفتار کیا '' 😂 COAS DGISPR Dgranger,1
