input,label
اتنی قبریں نہ بناؤ_____میرے اندر محسن میں چراغوں کو جلاتے ہوئے تھک جاتا ہوں 💔,0
سندھ حکومت نے حلف اٹھایا ہے کہ سندھ میں کہیں بھی کوئی ترقیاتی کام نہیں ہوں گے۔ نہ خود کرینگے اور نہ کسی اور کو کرنے دینگے 😭😷😭,1
 وطنِ عزیز میں وزارتِ داخلہ کے تحت لیئے جانے والے نوٹس آرمی چیف لیتا ہے۔ 😊,1
اوہ میں بھول گںٔی تھی سوری بھول گیا تھا😂😂,0
نہی پوچھوں گی کون 😂😂😂😂,0
آنیوالے وقت کا زرداری,0
انڈے 216 روپے درجن ہوگئے ہیں مگر گندے انڈے ابھی بھی کہہ رہے ہیں ہمارا کپتان سب کچھ ٹھیک کردے گا  StateAboveStateRejec…,1
بھٹو ساب غصہ میں ھو آج لگتا لگتا😂😂😂,1
"@Sarah99237272 آپ کو تو سمجھ جانا چاھئیے تھا اس عمل کو عرف عام میں آسانی سے جنت میں کارنر پلاٹ اپنے نام کرنا کہتے ہیں۔ اردو میں ایک محاورہ بھی ہے ""ہینگ لگے نہ پھٹکری اور رنگ بھی چوکھا آئے""
#Sarcasm",1
یہ مقابلہ کب منعقد ہوا😎,0
😂😂چنگا اے بھائی 😁,0
 سنو تم میرے ہو جاو🙈🙈 سردیوں میں مالٹے چھیل کے دیا کروں گی😛😛,0
بلاول۔ جب وزیراعظم پاکستان کی بجائےچیف جسٹس پاکستان کی بجائےچیف آف آرمی جنرل باجوہ سے درخواست کریں گے ۔کیسےجہموریت مظبوط گی😇,1
آرمی چیف کا نوٹس طلال چوہدری کی چیخیں بتارہی ہیں کہ دم پر پاؤں آگیا ہے 💪,1
 آئی ویل مِس پری سمیسٹر فن۔ ,0
ہاہاہاہاہاہاہا میں سوچا ایڈوانس کر دیتا ہوں 😷😷😷😂😂😂,0
دوستوں مارو مجھے، مجھے مارو😌 میں بچپن میں اصلی نوٹوں سے نقلی نوٹ خریدتا تھا..😐🙄😁😂🤣,1
جو کام 😝لاہور میں ایس ایس پی 😝کرنا چاہ رہا ہے 😝کوٹ مارشل 😝اور پنجاب پورے میں یہ نفاز ہو گا 😝یہ سندھ پولیس نہیں چاہتی 😝😝😝بات اتنی سی ہے 😝سب ڈرمے ہو رہے ہیں 😝😝😝😝,1
 بھونکنے کی حد تک برداشت کرو لیکن جب کاٹنے پر اَجاےتب کتے کو گولی مار دینا ہی بہترین آپشن ہوتا ہے💪💪 I stand PakA…,1
کب کا نکل چکا 😂🤣,0
کوئی داغ لگائے کیسے؟ باوضو ہے محبت میری ♥️,0
مریم نواز کو انگلش نہیں آتی اور بلاول صاحبہ کو اردو نہیں آتی اور انکے سپورٹرز کو شرم نہیں آتی ,1
تم سے😂😜,0
نون سے ناکامی ۔۔ اب بس کر دیں بہت راز اُگل چُکے نون کے ,1
حلوے سے انکار کيا جائے کيسے کيسے کيا جائے انکار _______؟ 😅,0
 وزیراعظم کیپٹن صفدر وزیراعظم کیپٹن صفدر وزیراعظم کیپٹن صفدر ,1
خان کا ایک اور وعدہ سچا ھو گیا 😂باھر کے لوگ پاکستان کا ویزہ لینے کے لئے تڑپیں گے,1
پتہ ہے بنگلادیش ہم سے آگے کیوں نکل گیا۔؟ کیوں کہ وہاں نا بُھٹو زندہ ہے نا کسی کُتے کے بچے کو شیر سمجھا جاتا ہے 😁,1
 الحمداللہ کہنے کی عادت ڈالئے کیونکہ اللہ تعالیٰ شُکر گزاروں سے بہت محبت کرتا ہے ❤,0
ڈالہ😜😜😜😜,0
اگردر دیندارۍپخته‌شُدید،‌خام‌نخواهید‌شد ولےاگرداغ‌شُدید،احتمالاسردخواهیدشد.🌱 +پخته‌شویم,0
سرکاری نوکری سندہ میں سندھی بولنے پر نہیں نوٹ دکھانے پر ملتی ہے 😂,1
"ایسی handwriting پہ میرا پرائمری سکول ٹیچر مرغا بناتا تھا۔ کاش اِنہوں نے بھی تختی لکھی ہوتی 🙃

#Sarcasm 
 #عزم_و_ہمت_کے100دن https://t.co/o14pLwsCh5",1
میں فقط اتنا سچا ہوں🖤 کہ میں مانتا ہوں میں برا ہوں🚬🌚,1
آہو اللَّهُ تے ویکھ ریا نہ ... 😅🤔,0
 دل لگانے کو سارا جہاں باقی ہے مگر ہمیں کیڑا ٹویٹر کا ہی ہے 😅😌🤣,1
یہ بڑوں کی لڑائی ھے اس لیے۔ خان چپ ھے ۔۔😀😀😀,1
آپ دونوں بھی آر ٹی کے بھوکے لوگوں سے چھٹکارا چاہتی ہیں 😁😁😁😁,0
مطلب یہ تو شاعر فرقہ واریت کو ھوا دے رھا کھلم کھلا CivilWarInPakistan تو پہلے ہی پاکستان میں ہر گلی محلے میں جاری ھے یہ تیل چھڑک رھا 😂,0
 خُود کو مُنافقوں سےمُبرا کِیا کرو پاک سیدہ ؑ کے قاتلوں پے تٙبرا کِیا کرو لعنت ... ... بیشمار ⚡,0
آرمی چیف کے پاس اب یہ کام رہ گیا ہے کہ صفدر جیسے فارغ اُل دماغ انسان کے کیس کی تحقیقات کرائیں گے۔۔وہ بھی بِلّو کی اپیل پہ۔۔بُہت جلد ہر عام پاکستانی کو اپنے مسائل کے حل کیلئے آرمی چیف سے اپیل کرنی پڑے گی اور اُمید ہے آرمی چیف ہر اپریل کرنیوالے سے رابطہ کر کے حل بھی کرائیں گے۔۔💁🏻‍♂️,1
ایسی نانی صرف دگڑ دلوں کی کی ہو سکتی ہے 😁,1
بخدا یہ تمام سیاستدان مل کے بھی مولانا صاحب جتنا شعور، فہم نہیں رکھتے۔ انشاءاللہ رب کعبہ پگڑی والوں کی عزت پامال نہیں ہونےدیتا۔ اللہ کریم حضرت کو صحت عزت زندگی میں‌مزید برکت عطا کرے۔ ہم نوکر مولانا صاحب کے۔ 🌹🌹🌹❤️❤️❤️,0
مٹی خراب کرتے ہو کیوں بیمارِ ہِجر کی جو تم پہ مر گیا اُسے دفنانا چاہیئے 🍂 اردو_زبان,0
 چہرہ صاف دل میں داغ منہ پہ آپ پیچھے سانپ 🥀🔥,1
لوگ ہماری زندگی کا ایک صفہ پرھ کر 👉 پوری کتاب لکھ لیتے ہیں🤐,1
 اسکا مطلب کیپٹن صفدر کے ساتھ مریم فری 😂😂,1
جاندی ایندا نئی قصور سب راء انڈیا کراندا پیا اے نمانی کولوں 😂,1
دنیا میں موٹاپا وہ واحد چیز ہے جو دوسروں کے پاس دیکھ کر جلن نہیں ہوتی۔😂😂😂😂🙈🙈🙈🙈🙈🙈,1
حکومت ختم ہو چکی ھے اب صرف ہٹ دھرمی باقی ھے ,1
"@asmashirazi 
یہ جو شہباز شریف کے انٹرویو لے رہے اور خاتونِ اول کے بارے میں گھٹیا گفتگو پہ بجائے تنقید کے دانت نکال رہے ہیں۔ 
کل کو اگر خان صاحب کے سپورٹرز کچھ کہیں گے تو آپوزیشن کے ساتھ ساتھ میڈیا بھی چیخے گا کہ خان صاحب کے سپورٹرز گالیاں دیتے ہیں اخلاقی",1
آپ کی اس ٹویت کو سندھ پولیس کے حق میں تصور کیا جاتا ہے,0
یی تو گاسلیٹی ڈیزل ہئے یی پہر مکس آچار بن گیا مارخور😂😂😁😛🤭,1
 کے پی کے حکومت میں ایک اور وزیر مٹرک پاس نکلا 😜,1
ھم ٹنشن لیتے نہیں ٹنشن دیتے ھیں 😂😂😂😂😂,1
تُو ہی بتا میرے بَھیا کہاں سکوں پاؤں مدینے جاؤں یہ کربوبلا میں رہ جاؤں 💔😭💔,0
سب کا✅✅✅,0
کدو 200 روپے گَز ٹینڈے 100 روپے فُٹ مولی 300 روپے میـٹر شاعر کا نام بتائیں؟,1
میرے پاس دو عدد مرغیاں ہیں جو روزانہ چار کلو انڈے دیتی ہیں تمہارے پاس کیا ہے؟؟😆😂,1
سب اچھے ہیں پھر برے کون ؟ 😊😊,1
 خاتم_النبیین_محمدﷺ نے فرمایا 🌹 تمام نیک اعمال کا دارومدار نیت پر ہے اور ہر عمل کا نتیجہ ہر انسان کو اس کی نیت کے مطاب…,0
یہ کنجر کا بچہ اسی مُلے لُلے دلّے کا پیروکار کتا ہے جس کا حرامی باپ خود کہتا تھا کہ یہ فضلو باہر جا کر پیسوں کے عوض اپنے ماں باپ کی رات کی کاروائی کی باتیں بتاتا ہے۔ سالے دی شکل ویکھو جیویں بنڈ نوں کھرک پئی ہوندی😂,0
جھوٹی اور فراڈن ہے لفافوں کی  نانی  وہ کاغذ کی کشتی وہ بارش کا پانی ۔ ,0
@SarmadHameed4 مزاح تو تب ہے حمید بھائی کہ جب وہ قاتل پاکستان آۓ تو اس کا نام حکومت ECL میں ڈال دے پھر دیکھتے ہیں کون اس کو جانے دیگا,1
لیکن انکو بھی صبر دے جن‌کے پاس جھوٹ بیچنے کے علاوہ کچھ نہیں۔۔۔ بیچارے روز کوئی پروپیگنڈہ کرتے ہیں پھر ایکسپوز ہوجاتے ہیں اور لوگ سوشل میڈیا پر صحیح درگت بناتے انکی 😂,0
جی کیوں نہیں بس سب آپ کی تربیت کا اثر ہے استاد محترم ۔۔۔۔ 🙈🙈🙈,0
روکا تو نہیں مہارانی جی، لیکن اجازت لینا خاکسار کا فرض ہے ,0
 جس جس کو فری میں فالورز چاہیے وہ بس ریٹویٹ 🔃 کر کے ریٹویٹ 🔃 کرنے والوں کو فالو کرے🔄۔ شکریہ مارخورز,0
ہنسنا سنت ہے 😂😂,0
ا🤣🤣🤣👌🏻👌🏻 گر آپ کی بیٹی ہوئی تو کیا نام رکھیں گے آپ,1
عوام کی جتنی چیخیں کمپنی نے تہتر سالوں میں نکالیں  میاں صاحب نے انکی اتنی ہی چیخیں پچھلے 73 گھنٹوں میں نکلوا دیں,1
ہم تمہارے بغیر جینے کی۔۔۔۔ ✨ پہلی کوشش میں ہی مارے جائیں گے,0
میں نے کسی کی ڈیوٹی لگائ ہوئ ہے مجھے ڈی ایم میں آ جاتی ہو لگا لیتا ہوں 😅😅🙈,0
لوگ تو یہ بھی کہتے تھے کہ عمار مسعود بندے دا پتر ہے 👉🤔,0
ثناءکوٹوئٹرچلانےکاسب سےزیادہ مزہ آرہاہے۔۔۔۔ 🙊🤪😝😂💪💃💃,0
دماغ میں ایک حسینہ کا پہرا ہے 😜,0
"آخری چار ٹیسٹ میچز می صرف 80 رنز بنائے لیکن فواد بھائی اس مشکل وقت مے ہم آپکو سپورٹ کریں گئیں اور ہمے امید ہے کہ اپ اچھا کم بیک کریں گئیں۔اپ میچ وننر ہیں اور تنقید کرنے والوں کو اپنی میچ وننگ اننگز سے جواب دیں گے۔
#SupportFawadAlam https://t.co/k0LostdsPi",0
لاحول ولا قوۃ الا باللہ 🙈,0
وہ سامنے کیمرا لگا ہوا ہے اسکی طرف دیکھ کر ہاتھ ہلا دیں ۔ 😂 گریڈ 22 کے آئی جی کو اغواء کرکے کے پرچہ درج کروایا گیا۔ لیکن بقول وزیراعلیٰ سندھ پولیس نے ٹھیک کیا۔ جنہوں نے آئی جی کو اغوا کیا وہ ضمانت والے جج کو اغوا نہیں کر سکے؟,1
گالف کا سینٹر صرف ایک ہوتا ہے لہذا آپ وہاں بھی فٹ نہیں ہو رہے ہیں ,1
صلی اللہ علیہ وآلہ وصحبہ وبارک وسلم آمین🌷 اللہ کی امان میں رہیں ہمیشہ آمین جزاک اللہ خیرا🌷,0
مجھے ان لوگوں سے محبت ہے جو مجھ سے نفرت کرتے ہیں 😒,0
ابے او جاہل انسان ... سندھ تو ٹھیک سے لکھ لے..😕,0
@hinaparvezbutt آپ بھی ایک ایسا کرکے دیکھاو، آپ تو ٹاک شو میں جواب نہیں دے سکتی، بی بی سیاسی تربیت ٹویٹر پر نہیں میدان میں ہوتی ہے۔ جب مجھے ہسنے اور لوٹ پوٹ ہونے کا موڈ ہوتا ہے آپکی ٹویٹس پڑھ لیتا ہوں یقین کریں پنجابی فلم سے زیادہ مزاح اس میں ہوتا ہے۔ اچھ,1
 الحمداللہ 💞 پاکستان گرے لسٹ سے نکل کر فیٹف کا رکن بننے جا رہا ہے۔۔ وزیراعظم عمران خان کی ٹیم کی جانب سے حماد اظہر نے اگر یہ…,1
نہیں نہیں ہلکے ہلکے بے عزت تے عقیدت مند وی ہون گے۔😂😂,0
@pak14_8 آپ لگے رہیں  ہر کسی کی اپنی رائے ویسے میں بھی مانیکا خاندان پر تنقید کرتی ہوں 😅😅,0
ہوں آپ سمیت سب پرانی بلکہ سب سے پرانی ہی آپ😂,0
پتہ چل رھا ھے کہ اب کون سی سواری میدان میں آئے گی۔ عزت بچاؤ تحریک چلائیں 🙏🇵🇰🙏,0
بہت ہی زبر دست طریقہ سے😂,0
फिजा की खुशबू बता रही है मेरे आका ﷺ की विलादत आ रही है ... ❣️ ❤️ﷺ❤️ﷺ❤️ﷺ❤️ﷺ❤️ﷺ❤️,0
حکومت ختم ہو چکی ہے اب صرف ہٹ دھرمی باقی ہے۔  عمار مسعود,0
کبھی تو مار دیں گے وہم تیرا کبھی تو ہم بھی جینا سیکھ لینگے 🍂 اردو_زبان,0
اتنا قسمت کہا 😭,0
پهس گیا بیچارہ یہ صرف دیکھ سکتا کھا نہیں سکتا جس دن کمرے میں رکھا پولیس بلا لی 😂😂 اے صرف ہن چھتر ہی کھا سکدا,1
مریم کو چاھیے صفدر کو زرداری کی شاگردی سے بچائے سمجھدار کو اشارہ کافی,1
 لندن سے عظیم پاکستانیوں کا نیا نعرہ مارکیٹ میں آ گیا گلی گلی میں شور ہے فلیٹ کے اندر چور ہے😜 فوج_ہے_تو_پاکستان_ہے,1
پیپلز سیکرٹریٹ میں ضلع شرقی اجلاس کے بعد عہدیداران کا خوشگوار ماحول میں طنز و مزاح کرتے ہوئے ایک یادگار فوٹو۔ https://t.co/weGLqoYBY0,1
کمال ہے ۔۔۔۔۔مولوی دی پاور ,0
😂😂😂😂😂😂😂 وہ نہیں دیکھیں گے کیونکہ اس میں سیدھی سیدھی جیل ہے,0
 کتا 🐕🐶 ارشاد بھٹی بھونک رہا تھا، ڈریں اس دن سے جب فوجی افسروں نے چھٹیوں کی درخواست دیں گے۔ او 🐕 وہ دن کب آئے گا چھٹیوں ن…,1
یہ پتہ ھونے کے باوجود کہ سگریٹ صحت کیلیئے مُضِر ھے😐 آپ پھر بھی سگریٹ پیتے ھو😥,1
صحافت کے نام پر دھبہ ہو دلال ہو باجوہ نال توں پین ویائی اے 😂😂,1
 ایک بندہ استعفیٰ دے رہا ہے مگر ایک بندہ لے نہیں رہا گیم آن اور دلچسپ مرحلے میں داخل ,1
نو سوری نو تھینکیو 😒😂😂👊,0
 دنیا کے سب سے بہترین لیڈر حضرت محمد صلی اللہ علیہ وسلم ہیں 💞 💞 💞 خاتم_النبیین_محمدﷺ,0
پاکستان کی کہہ دین تو بہتر ہو گا 😬خیر انھین سالگرہ مبارک کتنے سال کی ہون گئیں ہین,0
تاریخ گواہ اے تسیں وی کدی کوٸی چنگا ٹویٹ نہیں کیتا۔😏😏😏,0
چل مہمانوں میں کھانا سرو کر چڑیل چاچی نوں دسدی آں میں😂😂,0
پل بھر میں کیسے بدلتے ہیں رشتے اب تو ہر پٹواری 😂 جیالا لگتا ہے😂😂😂😂😂,1
محفل میں فرشتے ہی فرشتے نظر آئے ہم نے فقط پوچھا تھا گناہ گار کون ہے..💯💯 مینٹل,1
اپوزيشن والے کروڑوں لگا کر جلسہ کرتے ہیں انصافی گھر بیٹھے سو کا پیکچ لگوا کر جلسے کی ایسی کی تیسی کر دیتے ہیں 🙈😜😂 بزدارکی_پرواز_بلاول_بیکار,1
زیادہ ہے ٹکے میٹر کر لیں پلیز 😂😂😂,0
"بھارتی فلم دیکھنے پر منیب بٹ اور ایمن خان تنقید کا شکار
ویڈیو دیکھنے کیلئے لنک پر کلک کریں:
https://t.co/ylMb1BI4fF https://t.co/DNJhJ4Wikp",0
جانو ہے یا کوئی جانور 😁🤣,0
میں پیپلز پارٹی سے وابستگی رکھتا ھوں۔۔ لیکن اگر فرد کے مفاد کے خلاف میری پارٹی بھی جائے تو تنقید کرتا ہوں یہ میرا جمہوری حق ھے۔۔ تین مسلے ایسے ہیں جسے صرف پی پی پی ھی حل کرسکتی ھے ۔۔ ملائیت شدت پسندی ۔۔ ملکی معیشت۔۔ ازاد خارجہ پالیسی ۔۔ شدت پسندی اس ملک معاشرے کو نگل رہی ہے۔۔,1
اے سارے میشی دی اولاد نے گوں رائے چوں 👊,0
شــــــــــــکریــہ آپی ،🌸,0
شادی ہمیشہ سوچ سمجھ کر کرنی چاہئے جلد بازی کا انجام آپ کیپٹین صفدر کی زندگی سے لگا سکتے ہیں🤣😂,1
@LabourOverseas @AneelaNoreen2 تو میرے بھائی آپکا مطلب یہ ہے کہ باہر سے آنے والے ہر آدمی کو  پی ٹی اے کچھ نہ پوچھے نہ کوئ روک ٹوک پابندی ہو موبائل چلانے کی تو مجھے بتائیں کونسا ملک اپنےاوورسیز شہریوں کو یہ سہولت دے رہا ہے؟ تنقید برائے تنقید کا کوئ فایدہ ن,0
وہ نانی ہو کہ بھی تم سے ذیادہ ینگ لگتی لگتا مریم نواز کے حسن سے اچھی خاصی جیلسی ہے تمہیں 😂,1
میری زندگی میں اب ایسا کوئی نہیں جس کی میں پرواہ کروں⁦✌️⁩ توڑ دیئے بھرم سارے 💔 کچھ بہت عزیز لوگوں نے🥀,0
 `` آدمی غلطیوں سے ہی سیکھتا ہے '' خیال رکھیں آدمی سیکھتا ہے، عورت نہیں.. کیونکہ عورت کوئی غلطی نہیں کرتی😜😜😜 محفل_سخن تح…,0
 یا اللّٰہ ،، مجھے وہ عطا کر دے،، جس کی میں نے تُجھ سے امید لگائی ہوئی ہے،،💕 دن_بخیر دوستو ☺️🌹,0
کل تک پاک فوج کو گالیاں دے رہے تھے اور آج PDM پاک فوج سے انکوائری کی سفارش کر رہی ہے اسے کہتے ہیں تھوک کر چاٹنا🤣😂🤣,1
"@AhmedNoorz Few 💧💧... 
ھمارے گناہوں کیوجہ سے ھم پر بارش نہیں ہوتی ورنہ پنجاب میں دیکھیں جہاں کنہگاری نہ ہونے کے برابر ہے،  کتنی زیادہ بارشیں ہوتی ہے۔
اللہ ہمارے اعمال اچھے کرے کم از کم خشک سالی کیلئے ہی سہی
#طنز",1
یہ چیز ,0
بلی کی اماں کب تک خیر منائے گی کبھی نہ کبھی تو چھری کہ نیچے آئے گی 😂 جئے بھٹو,1
کردی ہے ٹویٹ 😊😇,0
جنرل قمر باجوہ تم غدار ہو قومی مجرم ہو تمہارے خلاف آرٹیکل 6 کا مقدمہ بننا چاہیے😷 باوجی آپکو سلام باجوہ بکسہ چور کو ننگا کر دیا🐅,1
ثانیہ خود مریم نواز کی جلسے میں تصویریں لیتی ہے اور مریم کی سامانوں کی حفاظت کرتی ہے جیسے کہ مریم کی بیگ سنبھالنا اور مریم کے موبائل سنبھالنا پھر مریم نے ایم پی اے کی سیٹ سے نواز لیا 😂😂😂,1
عالیہ آپ کی دعاٶں میں بڑا اثر ہے ماشاءاللہ💞❤💞,0
`` وہ بھی کیا دور تھا جب ن لیگ اور پی پی والے آپس میں الیکشن الیکشن کھیلتے تھے جو جیتتا تھا مولانا اسکا ہوتا تھا '' 😂😂,1
لیکن میں نے ایک کلو 🍌 کیلے خریدے ہیں,0
ہم بھی یہی کہتے ہیں اورجانتے ہیں نوازشریف کی بے حسی کی وجہ یہی تھی کہ وہ عوام کی ووٹ سے کبھی منتخب ہو کر نہیں آیا اقتدار میں پاکستان میں حقیقی جمہوریت آ جائے تو اس کے ثمرات ضرور ملیں عوام کو لیکن افسوس ہمارے نصیب میں نواز شریف اور زرداری جیسے لوگ ہر دور میں رہے😢,1
اور پھر ادھر ہی انکو ہتھکڑی لگا کر تھانے میں بند کر دیا 😜,0
زرداری کو مکار اور بزدل کہنا درست نہیں 😋😋,1
پولیس والے بھی اگر چوراہے کھڑے ہو کر بھتے مانگنے کی بجاۓ سیمنٹ کے کارخانے لگاتے تو آج یہ ادارہ بھی بہت مضبوط ہوتا سوچئے ,1
محترم ففتھ جنریشن اور ہائبرڈ چیف آپ نے تو غزوۂ ہِند کرنا تھا، آپ غزوۂ سندھ کر رہے ہیں۔😐 StateAboveStateRejected,1
روتا ہے کیا آگے آگے دیکھیے ہوتا ہے کیا 😁,0
سبحان اللہ✅,0
سیاسی تبصروں، خوش ذائقہ کھانوں، انگلینڈ اور امریکہ کی سیاحت اور طنز و مزاح سے بھرپور ٹویٹس سے لطف اندوز ہونے کے لیے @ItzUzmaHere کو ضرور فالو کیجئے 🙏🙏,1
 انیس بیس سالوں نے تھکا دیا ہمیں یہ لوگ ساٹھ ستر کیسے گزار لیتے ہیں💔,1
ماشااللہ💙,0
 شریفوں کو گالیاں اور خود بھیک مانگ کر 😁 مدد کے نام پر تالیاں 😏 فراڈ ستان پکڑے جاؤگے تسی 😁 پنجاب پولیس زندہ باد,1
تعویذ میں بھی ملاوٹ 😂 مارخورز,0
جی کراں ❤ واٹس ایپ پہ آ جائیں,0
بلاول کا تفتیش کے لیے آرمی چیف سے مطالبہ 😂😂🤣 در فٹے منہ فیر اپنے فیصلے آپ نہیں کر سکدے ابو کو ہی کہتے ہو,1
بات کرنے کا دل تو کرتا ہے مرشد کبھی دل ساتھ نہیں دیتا🥀 کبھی روح ساتھ نہیں دیتی 🥀 Hifian 🔥,0
جزاک اللّٰہ الخیر 💐💐,0
آج کل آپکا بھائ گیانی ہوا ہے ۔۔۔۔ غرور آگیا ہے😂😍,0
کیا کہنے👇 سندھ پولیس نے تو کمال کردیا۔👏✊ ایسی چنگاری بھی یارب، اپنی خاکستر میں تھی 👌,1
اے پیارے ساتھیا❤ تم جب لکھتی ہو ہر حرف روح تک پہنچتا ہے تم ہر حرف محبت کی چاشنی سے سینچتی ہو اسے نم آنکھوں کا پانی دیتی ہو سانسوں کی مہک ڈالتی ہو دل کے جذبوں سے گھولتی ہو اور حسین ہونٹوں کا لمس دیتی ہو 🍃🌼🌿🌸☘,0
 یہ ہم سے رات کے اس پہر اس ٹرینڈ میں ٹویٹس کروا رہا یہ بھی ایک کیڑا ہی ہے 😂,0
قتل نہ کرو بس ________محبت کر کے چھوڑ دو کسی قاضی سے پوچھ لو یہ بھی سزائے موت ہے🔥 اردو_زبان,0
سب اس پر خفا ھیں کی صفدر شریف 😄کو گرفتار کیا مگر افسوس کسی کو نئیں کہ مزار قائد کی بے حرمتی ھوی اب ۱4 اگست کو قائد کے بجائے صفدر کے گانے گانا,1
کسی نے لگایا ہے 😁😁😁,0
میرا کھلا پیغام بھارت کو ہے ___ میں پاکستانی ہوں 😂😂 سمجھ تو آگیا ہوگا میرا مطلب 😂 زھرا,1
 شکریہ عتیق بھائی 🙏,0
 کل کا جلسہ دیکھ کر مجھے حیرانگی ہو رہی ہے کہ اتنی عوام کا ٹھاٹیں مارتا ہوا سمندر کپتان نے کہاں چھپا رکھا تھا 😀😀 جلدی ج…,1
سنیئر ترین صحافی کامران خان کے ملک میں اچانک مہنگائی کی لہر ، 😃,1
شکر ہے فیصل بھائی آپ نے بھینس عمار مسعود کو کہا مجھے نہی 😂😂😂,1
 چیونٹی کو لپسٹک لگانا، ہاتھی کو گود میں بٹھانا، مچھرکو پیمپر لگانا اور اس گروپ میں جانو بنانا ... ناممکن ہے😂🤣😂🤣😂 ادب_کا_سفر,1
💞💔 یہ وحشتِ دل سن کر طبیبوں نے کہا تھا، بیزار ہے دنیا سے یہ بیمار نہیں ہے_ *•🥀✨* بزم_شاعری,0
ھاں جی 😂😂😂,0
Congrats آٹا، چینی، ٹماٹر تاریخ کی بلند ترین سطح پر 😡🖐️,0
صفدر کو قانون توڑنے پر گرفتار کرنا ظلم تھا جبکہ جمہوریت یہ ہے 👇 • عیان علی آزاد گھومےاور اسکا تفتیشی افسر قتل ہو جائے • صحافی عزیز میمن کا بلاول کے کراۓکے crowd کو بےنقاب کرنے پر قتل • پولیس کا زرداری، نوازشریف کےحکم پر قانون توڑنا • چھوٹا چور جیل میں۔ بڑا چور جلسے,1
سرلکر ڈیٹ تم لوگوں کی وجہ سے بڑھ رہا ہے😆,1
اے میری گل نہیں آ میرے پاپا دی آ اونا نے کہیا میں واڈیاں واڈیاں چھڈ ریا سی تے آ کہہ کے اونا نے چپ کروا دیتا 😂😂😂 StateAboveStateRejected,1
😆😆 کامران خان ریلیکس۔ ٹینشن مت لیں آپ کا دماغی توازن خراب ہونے کا خطرہ ہے,1
زندگی کی ساری بلندیاں رب کے آگے جھکنے سے ہی ملتی ہیں ❤,0
کھٹپُتلی نیازی سے درخواست ہے کہ حکومت رہنے کا کچھ پتہ نہیں کم آز کم ایک بار سائیکل پر دفتر جا کر یوتھیوں کو دیکھا دے منقول 😜,1
جیک کو پتہ لگ گیا ہے کہ سقراط کون ہے 😛😛😛,0
 ماشاءاللہ پی ٹی آئی والوں نے لفافہ اینکر اور صحافیوں کو کہیں کا نہیں چھوڑا 😂😂😂 لفافہ_جرنلزم_پاکستان_کا_ناسور,1
میری چھٹی 3 گھنٹے پہلے ہوئی 😁😁😁11 بجے 😀😀😀😀😀,0
ساڈے تے ویڑے وچ بوٹا انگور دا ساڈے تے ویڑے وچ بوٹا انگور دا کڑی تے دیکھو پیڑ کھجور دا جوڑی اے جچچ دی نئی وے لجیئو جوڑی اے جچچ دی نئی 😎🤣😂,0
اگر محبت اندھی ہے تو 🤔😕 کسی کو میرے سے کیوں نہیں ہو رہی۔😥,0
"@SalooDurrani 
کشمیر بنے گا پاکستان کے نعرہ باز بهارتی  دیویوں کے پجاری نکلے.
#Sarcasm 
#Hypocricy",1
کل میں نے ایک سیاسی ٹرینڈ لر عیر سیاسی تھریڈ لکھ کر اپنا تھریڈ والا کیڑا ہلکا کیا اور سیکنڈ پوزیشن حاصل کی 😂😂😂,0
محمکہ بدنام ہوا لاڈلے تیرے لیے۔ 🎶🎶🎶🎶🎶🎶🎶🎶🎶,1
مگر ہوا کیا تھا بےبی کو۔۔؟؟😳🙄🤣😂😂😂😂,0
