input,label
مسلم لیگ ن کے صدر نوازشریف سے مسلم لیگ ہم خیال کے وفد کی ملاقات,3
افغان انڈرنائنٹین کرکٹ ٹیم نے پاکستان کو 214 رنزسے عبرتناک شکست دیدی,5
گلوبل وارمنگ ہماری زندگیوں کو یکسر تبدیل کر دے گی,4
کراچی کا موسم آج بھی گرم اور خشک رہنے کا امکان,3
پریذیڈنٹ ٹرافی کرکٹ، عمر گل نے فارم میں واپسی کا نقارہ بجا دیا,5
پاکستان ٹیسٹ سیریز میں انگلینڈ کو کچل دے گا،  شعیب اختر,5
کراچی کرکٹ کے معیار میں بہتری کی تجاویز دینے کے لیے سابق کرکٹرز مدعو ,5
ریلی وزیرستان میں داخل نہ ہوسکی، مقصد پورا ہوگیا، عمران خان,3
’’طلاق ثلاثہ بل واپس لیا جائے‘‘ ممبئی میں لاکھوں مسلم خواتین کا مظاہرہ,7
نیپرا نے بجلی کی قیمت میں47 پیسے فی یونٹ کمی کی منظوری دے دی,0
کینیا میں 2 دن سے شاپنگ مال پر دہشت گردوں کا قبضہ، ہلاکتوں کی تعداد 68 ہوگئی,7
امریکی الیکشن:ایشیائی ووٹرکنگ میکرہونگے،جائزہ رپورٹیں ,7
سری لنکا نے ٹاس فکسنگ کا معاملہ دبانے کیلیے ’ایڈٹ‘ شدہ ویڈیو کلپ جاری کردی,5
بے نظیر کے نام والے منصوبوں کا نام تبدیل نہ کیا جائے، پیپلز پارٹی,3
سڈنی میں ’’ایکسپریس پاکستان رئیل اسٹیٹ ایکسپو‘‘ کا کامیاب انعقاد,3
راولپنڈی میں گھر سے  میاں بیوی اور دو بیٹیوں کی لاشیں برآمد,3
ایف بی آئی کی جانب سے شہریوں کا فون ڈیٹا حاصل کرنا غیر قانونی ہے، امریکی عدالت,7
بلاول بھٹو زرداری کو منانے صدرآصف زرداری دبئی پہنچ گئے,3
فرانس کے بعد بیلجیم میں بھی دہشت گردی کا خطرہ، سیکیورٹی ہائی الرٹ,7
بھارتی اسٹارمہندرا سنگھ دھونی بھی رنگین بیٹ استعمال کرتے نظر آئیں گے,5
بیرون ملک مقیم پاکستانیوں کو ووٹ کا حق دیا جائے، تاج حیدر,3
وزیراعظم نے ٹرانسپورٹ کے کرایوں میں کمی کیلئے وزیراعلیٰ سندھ کو خط لکھ دیا,3
ترکی سرحد پر شام کی بمباری، 5 شہری ہلاک، پاکستان کی شدید مذمت,7
فلم ’ویلکم‘ کا تیسرا سیکوئل بنانے کی تیاریاں,1
آپ کو مسکرانے پر مجبور کردینے والی جانوروں کی دلچسپ تصاویر,6
ای او بی آئی میں خلاف ضابطہ بھرتیوں پر خورشید شاہ سپریم کورٹ میں طلب,3
سینیٹ کمیٹیوں کے18سابق سربراہ تا حال مراعات سے مستفید,3
افغانستان سے بازیاب علی حیدر گیلانی 3 سال بعد اپنے گھر پہنچ گئے,3
سپر لیگ آرمی، کرکٹ کے عظیم سپہ سالار جے وردنے بھی بھرتی,5
"فلم ""ویلکم ٹو کراچی"" کے لئے ارشدوارثی نے نیاروپ دھار لیا",1
خواہش ہے مداح بطوراداکارہ مجھے ہمیشہ یاد رکھیں، شلپا شیٹھی,1
بجلی پیداوار،وزارت پٹرولیم نے50ارب روپے ماہانہ مانگ لیے,0
شرمناک ناکامی کو ناتجربہ کاری کی آڑمیں چھپانے کی کوشش,5
ملک کی بلند ترین عمارت کی تعمیر مکمل کرلی، طارق رفیع ,0
وزیراعظم کی عدم پیشی کا فیصلہ ہوا نہ لانگ مارچ کا، کائرہ,3
اقوام متحدہ نے حقانی نیٹ ورک پر پابندی عائد کردی ,7
لاہورکی ضلعی انتظامیہ نے ڈینگی سے بچاؤ کے لئے 3 ٹاؤنز میں ایمرجنسی نافذ کردی,3
بلاول زرداری کی جانب سے آج نئے وزیراعلی سندھ کے نام کا اعلان متوقع,3
عقل دنگ کردینے والے دلچسپ اور حیرت انگیز عالمی ریکارڈ,6
پاناما لیکس؛ خورشید شاہ نے تحقیقاتی کمیشن کیلیے رضاربانی کا نام تجویزکردیا,3
دیپیکا نے رنبیر کے مقابلے میں رنویر کے ساتھ اپنی جوڑی کو مختلف قرار دے دیا,1
کراچی میں 3 روز کیلئے موٹر سائیکل کی ڈبل سواری پر پابندی لگادی گئی,3
پاکستان کو تکلیف کا احساس دلانا ہماری پالیسی ہے، بھارتی آرمی چیف,7
یاسرشاہ کی گھومتی گیندیں کک کیلیے درد سر بن گئیں,5
بھارت نے کبھی بھی دل سے پاکستان کو تسلیم نہیں کیا،فنکار,1
فرانس کو فٹبال ورلڈ کپ 2014 سے اخراج کا خطرہ درپیش ,5
کپل شرما کی ویڈیو نے ان پر مقدمہ درج کرا دیا,1
زرمبادلہ ذخائرمیں 2.3کروڑ ڈالر کا اضافہ,0
سلمان خان کو بھارت دشمن قرار دے دیا گیا,1
حنیف محمد کے نام سے اسٹیڈیم منسوب کیا جائے گا، شہریارخان,5
بوسنیا کا شخص جو 56 زبانیں بول سکتا ہے,6
ہم جیت کے حق دار تھے,1
مصر نے 2 ویران جزیرے سعودی عرب کو دیدیے,7
القاعدہ نے عرب شاخ کے سربراہ کی امریکی ڈرون حملے میں ہلاکت کی تصدیق کردی,7
یکم جون سے پیٹرولیم مصنوعات کی قیمتوں میں اضافے کا امکان,0
چنئی ٹیسٹ؛ ٹنڈولکر اور ویرات کوہلی کینگرو بولرز کے سامنے ڈٹ گئے ,5
میری کرینہ کپور کے ساتھ جوڑی فلاپ رہی، شاہد کپور ,1
اقتصادی راہداری ترقی کا سنہری موقع ہے،احسن اقبال,0
شدید گرمی میں کیا کھائیں اورکن چیزوں سے بچیں,2
جاوید اختر ’پدماوت‘ کی حمایت میں بول پڑے,1
دوران حمل کام کرنے کا رجحان متعارف کرانے والی اداکارائیں,1
شرمین عبید کی ’سانگ آف لاہور‘ امریکا کے ٹرائی بیکا فلم فیسٹول کے لئے نامزد,1
گلن میک گرا کا ریکارڈ، جیمز اینڈرسن خطرہ بن گئے,5
برما:بدھ مت پیروکاروں کے حملے، 3 روہنگیا مسلمان شہید   ,7
پروٹیز نے پونٹنگ کے آخری میچ کا مزا کرکرا کر دیا ,5
کوچ ناقص پرفارم کرنے والے بولرز کی ڈھال بن گئے,5
پی ٹی اے کا موبائل فون کمپنیوں کو رات کے پیکجز محدود کرنے کے لئے پابند کرنے کا فیصلہ,0
کھاناہے نہ پانی، کسی نے حال تک نہیں پوچھا، متاثرین سیلاب,7
 اسامہ کو کس نے مارا؟مزید دعویدار سامنے آگئے ,7
پی سی بی کی نئی سلیکشن کمیٹی کا پہلا اجلاس آج کراچی میں ہوگا  ,5
افغانستان میں نیٹو ہیلی کاپٹر تباہ، 2 برطانوی فوجیوں سمیت 5 اہلکار ہلاک,7
کیا آپ گوشت کاٹنے کے بغدوں سے مساج کرانا پسند کریں گے؟,6
وہ غذائیں جو رکھیں آپ  کو خوش اور موڈ بنائیں بہتر,2
کس کے دل میں کس کا خوف,1
حفیظ کے حوصلے توانا،مشکل دور سے جلد نکلنے کا یقین ,5
پاناما پیپرز سے بچن خاندان کو کوئی نقصان نہیں پہنچا، ابھیشیک,1
سلمان بٹ کیخلاف میچ فکسنگ کا مقدمہ درج کرنیکی درخواست پر نوٹس جاری,5
کیا آب و ہوا کی تبدیلی پاکستان کو تباہ کردے گی؟,4
بھارت میں بیٹی کی پیدائش پر باپ نے خودکشی کرلی,7
قومی فٹبال ٹیم کے نئے برازیلین کوچ 25 اپریل کو پاکستان آئیں گے,5
پولیو وائرس سے 10 سال میں 2 لاکھ بچے متاثر ہوسکتے ہیں، مقررین   ,4
ہلیری کلنٹن نے اپنے شوہر کی کمپنی کو فائدہ پہنچانے کیلیے لابنگ کی، رپورٹ میں انکشاف,7
مسلسل ناکامی کا شاخسانہ، یونس کی چیمپئنز ٹرافی اسکواڈ سے چھٹی  ,5
پریزیڈنٹ ٹرافی: کے آر ایل نے رنز کا پہاڑ کھڑا کردیا  ,5
بنگلادیشی سپریم کورٹ نےجماعت اسلامی کے رہنما کی سزائےموت کیخلاف اپیل مسترد کردی,7
پریزیڈنٹ ٹرافی کرکٹ سوئی گیس نے حریف بیٹنگ بھک سے اُڑا دی,5
امیتابھ بچن اپنی فلم ریلیز نہ ہونے سے پریشان,1
دیپکا پڈوکون کو فلم ’’سلطان‘‘ میں سلمان خان کے مقابل سائن کر لیا گیا,1
مجھے پی سی بی میں جاب دلا دو,5
کرپشن ختم کرنے کیلیے مزید اقدامات کریں، آئی سی سی کی بورڈز کو ہدایت,5
پی ایس او کے مختلف اداروں پر واجبات 335 ارب سے تجاوز,0
سابق بی سی سی آئی چیف سری نواسن کے گرد قانون کا گھیرا مزید تنگ,5
عالمی سطح پر وائرل ہیپاٹائٹس کے امراض اور اموات میں  اضافہ ہورہا ہے، سروے,2
کراچی کنگز نے اسلام آباد یونائٹیڈ کو شکست دیکر اگلے مرحلے کیلئے کوالیفائی کرلیا,5
مصر کے صدر نے انقلابیوں کیلئے عام معافی کا اعلان کردیا، قتل کے ملزمان پر اطلاق نہیں ہوگا   ,7
جاوید میانداد نے نوجوان کرکٹرز کی تربیت کے لیے خدمات پیش کردیں,5
ایف بی آر کا ڈائریکٹوریٹ جنرل انٹیلی جنس کو کریسٹ تک رسائی کا فیصلہ    ,0
کراچی اسٹاک مارکیٹ میں مندی، 2 نفسیاتی حدیں بیک وقت گرگئیں   ,0
پاکستان نے غیر ملکیوں کے خوف کی دیوار گرادی,5
جونیئر ایتھلیٹکس: پنجاب نے برتری ثابت کردی,5
ریکس ٹلرسن امریکی وزیرِ خارجہ نامزد,7
سارہ رضا نے اپنے استاد کی بنائی دھن کو ریکارڈ کرنے کے بعد وڈیو پر کام شروع کر دیا,1
چین میں پاور اسٹیشن میں دھماکے سے 21 افراد ہلاک,7
ڈنمارک پولیس نے کوپن ہیگن میں فائرنگ کرنے والے حملہ آور کو ہلاک کردیا,7
چین امریکا کے بعد پاکستانی مصنوعات کی دوسری بڑی منڈی بن گیا ,0
روپے کی قدرمیں کمی سے کینسروایڈز کی ادویہ مہنگی ہوگئی,0
وڈیو البم آئندہ سال ریلیز کی جائے گی، پریانکا چوپڑا ,1
بپاشا باسو نئی فلم میں سلمان خان کی ہیروئن بنیں گی،اداکاراؤں کا وقت ہے،اداکارہ,1
منظم زندگی گزارنے کی عادی ہوں، انوشکا شرما,1
ایشیا کپ میں ناکامی، عمران خان نے چیئرمین پی سی بی کی تعیناتی پرسوالات اٹھا دیئے,5
نوجوان ٹیم کوسیٹ ہونے کے لیے وقت دینے کاحامی ہوں،شاہد آفریدی,5
حیدرآباد دکن، ہندو خاتون سیاسی رہنما کے گھر قرآن خوانی کا اہتمام,7
یو بی ایل نے ’بینک آف دی ایئر 2012 پاکستان‘ ایوارڈ جیت لیا,0
آصف ٹوبا نئے قومی اسنوکر چیمپئن بن گئے، حمزہ ناکام,5
موجودہ چیئرمین نے بورڈ کا نظام تباہ کردیا، ذکااشرف,5
نئی فلم میں اہم کردار نبھارہی ہوں، نیہا شرما    ,1
اسرائیلی سفاکیت کا شکار معذوروں کا اسپتال عالمی بے حسی کی تصویر,7
پاکستان کے معروف کامیڈین نشیلا کو مداحوں سے بچھڑے ایک برس بیت گیا,1
بوسٹن: میراتھون کے دوران یکے بعد دیگرے 2 دھماکے، 2 افراد ہلاک، 30 زخمی,7
لوگ مار دھاڑ نہیں، لو اسٹوری پر فلم پسند کرتے ہیں، صائمہ ,1
پہلا ٹوئنٹی 20: بیٹنگ لائن کی ناکامی انگلینڈ کو لے ڈوبی,5
شرح سود میں اضافے پر احتجاج، مشکلات بڑھیں گی، کاروباری برادری اقتصادی ماہرین,0
پاکستان سے تجارت کوفروغ دیناچاہتے ہیں، یوکرائن,0
بھارتی فاسٹ بولرمحمد شامی کے والد انتقال کرگئے,5
ہیوی الیکٹریکل کمپلیکس کے 97 فیصد حصص کی فروخت کی منظوری,0
ریمپ پر عمدہ واک، بچوں کا ٹیلنٹ دیکھ کر خوشی ہوئی، کنول,1
عامر خان کو بھارت پسند نہیں تو سعودی عرب چلے جائیں، گلوکار ابھیجیت,1
امریکی ریاست میساچیوسٹیس میں طیارے میں دھماکا، عملے سمیت 7 افراد ہلاک,7
ملا عمر آئندہ صدارتی انتخابات میں حصہ لے سکتے ہیں، حامد کرزئی,7
اُردو کرکٹ کمنٹری کے بانی منیرحسین انتقال کرگئے ,5
ترسیلات زر پہلی سہ ماہی میں 3.93 ارب ڈالر تک پہنچ گئیں,0
2013 کے دوران دنیا بھر میں 134 صحافی قتل کیے گئے، رپورٹ,7
عراق کے مختلف شہروں میں بم دھماکے اور فائرنگ ،7 افرادہلاک ،19 زخمی,7
سونے کی تولہ قیمت 200 روپے گھٹ کر49 ہزار250 روپے ہوگئی,0
پاک، بھارت سیریز سب سے بڑا مقابلہ ہے، کامران اکمل,5
سرفراز احمد قیادت کا دباؤ لینے لگے، ساتھی فیلڈرز پر غصے کا اظہار,5
خالد لطیف پیش نہ ہوئے تو ٹریبیونل رپورٹس پر کارروائی کرےگا، تفضل رضوی,5
بیس برس سے ایک خاندان کے ساتھ رہنے والا انسان دوست مگرمچھ,6
امریکا دنیا میں اپنی حکمرانی قائم کرنا چاہتا ہے، روس,7
انڈونیشیا کے قریب تارکین وطن کی کشتی الٹنے سے 4 افراد ہلاک، متعدد لاپتہ,7
شاہ رخ خان کے پروڈکشن ہاؤس میں غیرقانونی تعمیرات مسمار,1
ہمارا اگلا ہدف داعش ہے جس کے رہنماؤں کو کہیں چھپنے کی جگہ نہیں ملے گی، صدراوباما,7
بھارت: زیادتی کے ملزمان کا اعتراف جرم، چارج شیٹ پیش,7
بھارت نےانڈر19ورلڈکپ کےفائنل میں آسٹریلیا کوشکست دےدی,5
میشا شفیع نے علی ظفر کے ساتھ قانونی جنگ کیلئے کمر کس لی,1
برآمدات کے نام پر ٹیکس چوری کرنے والوں کیخلاف تحقیقات شروع ,0
نریندر مودی چینی صدر سے ملاقات میں پاک چین راہداری کا رونا روتے رہے,7
مینارڈ کا موت سے قبل نشے میں دھت ہونے کا انکشاف ,5
ایرانی پھلوں کی بلا رکاوٹ ڈمپنگ، فارمز کو ماہانہ 4ارب کا نقصان,0
اسٹیپنڈ کیٹیگری محدود کیے جانے پر نوجوان پلیئر ز مایوس ,5
ہرروز طیارے کے ذریعے کام پر جانے والا شخص,6
حصص مارکیٹ میں کاروباری حجم میں نمایاں کمی,0
راحت علی اور محمد عباس کے ٹیسٹ انجری اور بخار کے باعث ملتوی,5
ایف بی آر نے صوبوں کی ان پٹ ٹیکس ایڈجسٹمنٹ روک لی  ,0
بھارت نے کولمبو ٹیسٹ میں سری لنکا کو 278 رنز سے شکست دے دی,5
خدمت خلق اور انسانی ہمدردی، سیرت طیبہ کے اہم گوشے    ,1
احباب پاکستان اورتارکین وطن نے سرمایہ کاری کونسل بنادی,0
امریکی صدر55 سال بعد کیوبا کا پہلا دورہ کریں گے,7
سی این جی اسٹیشنز کے لیے یکساں ریفنڈ پالیسی کی ہدایت,0
عوام کے مطالبے پر سزائے موت کے قانون کی بحالی کے لئے تیار ہیں، رجب طیب اردگان,7
فلم ’’بجرنگی بھائی جان‘‘ میں سلمان اور کرینہ کی پھر جوڑی بنے گی ,1
انگلینڈ نے دوسرے ون ڈے میں پاکستان کو شکست دے دی,5
پاکستانی اسپنر فواد احمد کو آسٹریلوی شہریت مل گئی,5
روئی کے سودوں کی رجسٹریشن میں تاخیر،برآمدات متاثر,0
مقبوضہ کشمیر میں غیر کشمیریوںکو ڈومیسائل کے اجرا کے خلاف احتجاج,7
دہشتگردی کا خطرہ؛ صدارتی انتخابات کے امیدوار کسی سے بھی تحفہ لینے سے گریز کریں، افغان انٹیلی جنس ,7
برمی فوج نے میرے ڈیڑھ سالہ بچے کو زندہ جلایا، روہنگیا خاتون,7
بیک گراؤنڈ ڈانسر سے کریئر کا آغاز کرنے والے بالی ووڈ ستارے,1
جمیکا ٹیسٹ میں تاریخی اعزاز یونس خان کا منتظر,5
برطانوی عدالت نے نشے کی حالت میں پی آئی اے کا جہاز اڑانے والے پائلٹ کو 9 ماہ کی سزا سنادی,7
وہ  12 چیزیں جو تیزی سے دنیا کو تباہی کی طرف دھکیل رہی ہیں,6
فلسطینیوں کی مزاحمتی تحریک کیا ہوئی؟,7
سہہ ملکی سیریز کے میچ میں آسٹریلیا نے بھارت کو شکست دیدی ,5
جوابی ایشز، کوچ کو سابق آسٹریلوی کرکٹرز کی حمایت حاصل ,5
گزشتہ ہفتے کراچی اسٹاک مارکیٹ غیریقینی کا شکار، مندی چھائی رہی ,0
رنبیر کپور نے صحافیوں سے بچنے کے لئے کار ہی صحافی پر چڑھادی,1
ویمنز ورلڈ کپ؛ شارلوٹ نے انگلینڈ کو تیسری پوزیشن دلادی,5
چاول کی برآمد 1 ارب ڈالر سے تجاوز کر گئی، ایکسپورٹرز,0
ای ین چیپل پر کاگیسو ربادا کے بارے میں نسلی تبصرے کا الزام عائد,5
روزانہ 600 کیلوریزکے استعمال سے ٹائپ ٹو ذیابیطس کا خاتمہ ممکن !,2
ورلڈ ہاکی لیگ، قومی ٹیم شرکت کیلیے کوالالمپور روانہ ,5
قومی ہاکی ٹیم کے چیف سلیکٹر اصلاح الدین  اپنے عہدے سے مستعفی,5
شاہد آفریدی کی طبیعت ناساز ہوگئی,5
امریکا نائن الیون کے بعد افغانستان پر ایٹم بم گرانے پرغورکررہا تھا، مشیرسابق جرمن چانسلر,7
شاہ رخ خان نے لدھیانا میں ڈیرے ڈال دیے,1
اقوام متحدہ کے امدادی قافلے پر حملے کا ذمہ دار روس ہے ، امریکا,7
مقبوضہ کشمیر میں ایک اور بھارتی فوجی نے خود کشی کرلی,7
15 سالہ بھارتی بولرنے بغیر رن دیے پوری ٹیم آؤٹ کردی,5
اسمارٹ فون سے کھلنے والا اسمارٹ تالا بھی متعارف کرا دیا گیا,4
روپے پرپابندی کی اطلاعات؛ اسحٰق ڈارکا افغان سفیر سے رابطہ,0
جیل میں گیتا کے ساتھ قرآن کا بھی مطالعہ کیا، سنجے دت,1
ارد گان کو ”ہٹلر“ کہنے پر ترک باسکٹ بال پلیئر کا پاسپورٹ منسوخ,5
شراب اور تمباکو نوشی قبل ازوقت بڑھاپے کی وجہ,2
خلا میں موجود دھاتی کچراعالمی مواصلاتی  نظام تباہ کرسکتا ہے، تحقیق,4
ورلڈ کپ کی تاریخ,5
پاکستان کا دورہ جنوبی افریقا؛ پروٹیز کا یو اے ای میں فتح یاب اسکواڈ برقرار رکھنے کا فیصلہ,5
سلو میاں نے سماجی رابطے کی ویب سائیٹ ’’فیس بک‘‘ میں شاہ رخ خان کو پیچھے چھوڑ دیا,1
مرد کی کامیابیوں کے پیچھےعورت کا ہی ہاتھ ہوتا ہے، فواد خان,1
رمضان میں یوٹیلٹی اسٹورز کی نگرانی کیلیے ویجیلنس سیل قائم  ,0
حفیظ ٹی ٹوئنٹی میں ’’کرسی ہلنے‘‘ کے خدشات سے آزاد,5
شرمين عبيد چنائے كی فلم ’’سيونگ فيس‘‘ ايمی ايوارڈز ميں سال كی بہترين دستاويزی فلم قرار,1
قابض بھارتی فوج نے خاتون حریت رہنما آسیہ اندرابی کو حراست میں لے لیا,7
پاکستان کرکٹ بورڈ نے 8 سال میں بھارت کے ساتھ 30 میچز کی آس لگالی,5
اداکاری کا ایک اور درخشاں ستارہ ڈوب گیا,1
پاکستانی ٹیم نے سست بیٹنگ کی داستان رقم کر دی,5
چین کراچی میں بڑی الیکٹرونکس نمائش منعقدکرے گا,0
شمالی کوریا کے یکے بعد دیگرے 2 میزائل تجربات,7
کوچ شکستوں کا ملبہ سلیکشن کمیٹی پر ڈالنے لگے,5
نیو یارک حملے کے ملزم پردہشت گردی کی فردِ جرم عائد,7
ورلڈ ہاکی لیگ؛قسمت مہربان،پاکستان کی کوارٹر فائنل میں رسائی,5
ٹائم میگزین نے ڈونلڈ ٹرمپ کو سال کی بہترین شخصیت قرار دے دیا,7
دورہ نیوزی لینڈ کے لئے قومی ٹیم کے کھلاڑیوں کیلئے سخت ضابطہ اخلاق جاری,5
سنیل گواسکر نے پاک بھارت کرکٹ روابط کی بحالی دونوں ملکوں میں مذاکرات سے مشروط کردیا,5
شوہر نے نابینا بیوی کے لئے گھر کے اطراف خوشبودار پھول اُگا دیئے,6
ٹینس کی نئی عالمی رینکنگ میں اعصام الحق ٹاپ ٹین کھلاڑیوں میں شامل ,5
بالی ووڈ کے معروف ہدایت کار کرن جوہر بچہ گود لینے کا سوچ رہے ہیں,1
آئی ایم ایف شرائط ،  گیس کی قیمتوںمیں اضافے پرغورشروع ,0
بھارتی ایئرلائن کی پرواز میں معاون کپتان نے کپتان کی دھلائی کرڈالی,7
سسٹم میں خرابی کے باوجود اپنا ٹاسک پورا کرنے والا روبوٹ تیار,4
انفرادی آزادی میں کمی اورملزمان سے ناروا سلوک دہشتگردی کو فروغ دے سکتا ہے، اقوام متحدہ,7
اکشے کمار کی فلم ’’جولی ایل ایل بی 2‘‘ قانونی چکر میں پھنس گئی,1
بھارتی فلموں میں ڈانس گلیمر، ہم کریں تو فحاشی ہے، ماہ نور ,1
لندن میں بغیر کان کے بچے کی چشمہ لگانے کی خواہش پوری,2
الینا بالٹچا نے انجری مسائل کے سبب ٹینس سے ریٹائرمنٹ کا اعلان کردیا,5
’’گرانٹ‘‘ سے فائدہ اٹھانے کا اختیار نئے کوچ کے سپرد,5
معین کوٹیم میں ورلڈ چیمپئنز کی جھلک دکھائی دینے لگی,5
بحران سے نکلنے کیلیے سرمایہ کاری ملکر فلمیں پروڈیوس کریں، ثناء,1
ایٹیکسیا؛ ایسی بیماری جس میں انسان پٹھوں پر اپنا کنٹرول کھو دیتا ہے,2
حصص مارکیٹ میں مندی، مزید 150پوائنٹس کی کمی,0
رینکنگ: ایک درجے ترقی سے پاکستان کا پانچواں نمبر,5
ابرام کا اپنے والد شاہ رخ کو فادرز ڈے پر خوبصورت تحفہ,1
سلمان خان بدترين اداكاری كے شعبے ميں نامز د,1
ابو ظہبی کی ڈیڈ پچ پر آئی سی سی کا پاکستان کو خط,5
اردو بولنے والے اپنے کلچرل سے بچھڑ گئے ہیں,1
فنکار پاک بھارت عوام کو قریب لاسکتے ہیں،سلیم جاوید ,1
 کسٹمزکاصابن سازانڈسٹری کے کنسائمنٹس کی کلیئرنس کاحکم,0
خانہ کعبہ کے کلید بردار  شیخ عبدالقادر طہ الشیبی مکہ مکرمہ میں انتقال کرگئے,7
اسلامی بینکاری کے تحت کریڈیٹ سہولت پر غور کیا جارہا ہے، گورنراسٹیٹ بینک,0
فرنچ ایکسٹرنل ٹریڈ ایجنسی کے ڈائریکٹر کی کراچی چیمبر آمد ,0
امریکا میں 200 اراکین کانگریس کا ٹرمپ کیخلاف بدعنوانی کا مقدمہ,7
ویمنز ورلڈ ٹی 20؛ انگلینڈ نے جنوبی افریقی خوش فہمی دور کردی,5
سرفراز احمد نے شکست کو مایوس کن قرار دیدیا,5
ترکی میں کار بم دھماکے سے 4 پولیس اہلکاروں سمیت 6 افراد ہلاک,7
آئی سی سی ٹیسٹ رینکنگ؛ یاسرشاہ نے دوسری پوزیشن حاصل کرلی,5
ٹیسٹ رینکنگ، پاکستان کو تیسری پوزیشن بچانے کے لالے پڑگئے ,5
آفریدی نے بھارت کو آئینہ دکھا دیا,5
سزا میں کمی، شرجیل خان کی خواہش حسرت بن گئی,5
اداکاری کو انجوائے کرتی ہوں، منیشا لامبا,1
